StudentSK,CourseSK,AssessmentSK,score,weight,is_submitted,is_passed,is_late,days_late,is_banked
3429,3,25.0,80.0,1.0,1,1,1,2.0,0
3430,3,25.0,100.0,1.0,1,1,1,2.0,0
3431,3,25.0,100.0,1.0,1,1,1,2.0,0
3433,3,25.0,100.0,1.0,1,1,1,2.0,0
3435,3,25.0,100.0,1.0,1,1,1,2.0,0
3436,3,25.0,100.0,1.0,1,1,1,2.0,0
3438,3,25.0,100.0,1.0,1,1,1,2.0,0
3441,3,25.0,80.0,1.0,1,1,1,2.0,0
3442,3,25.0,80.0,1.0,1,1,1,2.0,0
3443,3,25.0,100.0,1.0,1,1,1,2.0,0
3444,3,25.0,100.0,1.0,1,1,1,2.0,0
3445,3,25.0,100.0,1.0,1,1,1,2.0,0
3446,3,25.0,100.0,1.0,1,1,1,2.0,0
3447,3,25.0,100.0,1.0,1,1,1,2.0,0
3448,3,25.0,80.0,1.0,1,1,1,2.0,0
3450,3,25.0,100.0,1.0,1,1,1,2.0,0
3451,3,25.0,100.0,1.0,1,1,1,2.0,0
3452,3,25.0,100.0,1.0,1,1,1,2.0,0
3453,3,25.0,100.0,1.0,1,1,1,2.0,0
3455,3,25.0,100.0,1.0,1,1,1,2.0,0
3456,3,25.0,80.0,1.0,1,1,1,2.0,0
3458,3,25.0,100.0,1.0,1,1,1,2.0,0
3459,3,25.0,100.0,1.0,1,1,1,2.0,0
3460,3,25.0,100.0,1.0,1,1,1,2.0,0
3462,3,25.0,100.0,1.0,1,1,1,2.0,0
3464,3,25.0,100.0,1.0,1,1,1,2.0,0
3468,3,25.0,100.0,1.0,1,1,1,2.0,0
3470,3,25.0,80.0,1.0,1,1,1,2.0,0
3471,3,25.0,100.0,1.0,1,1,1,2.0,0
3472,3,25.0,100.0,1.0,1,1,1,2.0,0
3475,3,25.0,100.0,1.0,1,1,1,2.0,0
3476,3,25.0,80.0,1.0,1,1,1,2.0,0
3477,3,25.0,100.0,1.0,1,1,1,2.0,0
3479,3,25.0,80.0,1.0,1,1,1,2.0,0
3481,3,25.0,100.0,1.0,1,1,1,2.0,0
3482,3,25.0,100.0,1.0,1,1,1,2.0,0
3484,3,25.0,60.0,1.0,1,1,1,2.0,0
3485,3,25.0,100.0,1.0,1,1,1,2.0,0
3486,3,25.0,100.0,1.0,1,1,1,2.0,0
3487,3,25.0,100.0,1.0,1,1,1,2.0,0
3488,3,25.0,60.0,1.0,1,1,1,2.0,0
3489,3,25.0,60.0,1.0,1,1,1,2.0,0
3491,3,25.0,100.0,1.0,1,1,1,2.0,0
3492,3,25.0,100.0,1.0,1,1,1,2.0,0
3494,3,25.0,100.0,1.0,1,1,1,2.0,0
3495,3,25.0,80.0,1.0,1,1,1,2.0,0
3496,3,25.0,60.0,1.0,1,1,1,2.0,0
3499,3,25.0,100.0,1.0,1,1,1,2.0,0
3500,3,25.0,80.0,1.0,1,1,1,2.0,0
3501,3,25.0,100.0,1.0,1,1,1,2.0,0
3503,3,25.0,100.0,1.0,1,1,1,2.0,0
3505,3,25.0,100.0,1.0,1,1,1,2.0,0
3507,3,25.0,100.0,1.0,1,1,1,2.0,0
3511,3,25.0,100.0,1.0,1,1,1,2.0,0
3513,3,25.0,100.0,1.0,1,1,1,2.0,0
3514,3,25.0,100.0,1.0,1,1,1,2.0,0
3515,3,25.0,20.0,1.0,1,0,1,2.0,0
3516,3,25.0,80.0,1.0,1,1,1,2.0,0
3518,3,25.0,100.0,1.0,1,1,1,2.0,0
3519,3,25.0,100.0,1.0,1,1,1,2.0,0
3520,3,25.0,100.0,1.0,1,1,1,2.0,0
3524,3,25.0,100.0,1.0,1,1,1,2.0,0
3525,3,25.0,100.0,1.0,1,1,1,2.0,0
3527,3,25.0,100.0,1.0,1,1,1,2.0,0
3531,3,25.0,100.0,1.0,1,1,1,2.0,0
3532,3,25.0,100.0,1.0,1,1,1,2.0,0
3533,3,25.0,100.0,1.0,1,1,1,2.0,0
3537,3,25.0,100.0,1.0,1,1,1,2.0,0
3538,3,25.0,80.0,1.0,1,1,1,2.0,0
3540,3,25.0,100.0,1.0,1,1,1,2.0,0
3542,3,25.0,100.0,1.0,1,1,1,2.0,0
3544,3,25.0,100.0,1.0,1,1,1,2.0,0
3546,3,25.0,100.0,1.0,1,1,1,2.0,0
3548,3,25.0,100.0,1.0,1,1,1,2.0,0
3549,3,25.0,100.0,1.0,1,1,1,2.0,0
3550,3,25.0,100.0,1.0,1,1,1,2.0,0
3551,3,25.0,100.0,1.0,1,1,1,2.0,0
3552,3,25.0,60.0,1.0,1,1,1,2.0,0
3554,3,25.0,100.0,1.0,1,1,1,2.0,0
3555,3,25.0,100.0,1.0,1,1,1,2.0,0
3560,3,25.0,100.0,1.0,1,1,1,2.0,0
3561,3,25.0,100.0,1.0,1,1,1,2.0,0
3562,3,25.0,100.0,1.0,1,1,1,2.0,0
3565,3,25.0,100.0,1.0,1,1,1,2.0,0
3566,3,25.0,100.0,1.0,1,1,1,2.0,0
3567,3,25.0,100.0,1.0,1,1,1,2.0,0
3568,3,25.0,80.0,1.0,1,1,1,2.0,0
3569,3,25.0,100.0,1.0,1,1,1,2.0,0
3571,3,25.0,80.0,1.0,1,1,1,2.0,0
3572,3,25.0,100.0,1.0,1,1,1,2.0,0
3574,3,25.0,100.0,1.0,1,1,1,2.0,0
3575,3,25.0,80.0,1.0,1,1,1,2.0,0
3577,3,25.0,100.0,1.0,1,1,1,2.0,0
3579,3,25.0,100.0,1.0,1,1,1,2.0,0
3580,3,25.0,100.0,1.0,1,1,1,2.0,0
3583,3,25.0,80.0,1.0,1,1,1,2.0,0
3585,3,25.0,100.0,1.0,1,1,1,2.0,0
3586,3,25.0,100.0,1.0,1,1,1,2.0,0
3588,3,25.0,100.0,1.0,1,1,1,2.0,0
3589,3,25.0,100.0,1.0,1,1,1,2.0,0
3591,3,25.0,80.0,1.0,1,1,1,2.0,0
3592,3,25.0,100.0,1.0,1,1,1,2.0,0
3594,3,25.0,100.0,1.0,1,1,1,2.0,0
3595,3,25.0,100.0,1.0,1,1,1,2.0,0
3597,3,25.0,100.0,1.0,1,1,1,2.0,0
3598,3,25.0,60.0,1.0,1,1,1,2.0,0
3599,3,25.0,100.0,1.0,1,1,1,2.0,0
3601,3,25.0,100.0,1.0,1,1,1,2.0,0
3608,3,25.0,100.0,1.0,1,1,1,2.0,0
3610,3,25.0,100.0,1.0,1,1,1,2.0,0
3613,3,25.0,60.0,1.0,1,1,1,2.0,0
3614,3,25.0,100.0,1.0,1,1,1,2.0,0
3615,3,25.0,80.0,1.0,1,1,1,2.0,0
3616,3,25.0,100.0,1.0,1,1,1,2.0,0
3618,3,25.0,100.0,1.0,1,1,1,2.0,0
3619,3,25.0,100.0,1.0,1,1,1,2.0,0
3622,3,25.0,100.0,1.0,1,1,1,2.0,0
3623,3,25.0,100.0,1.0,1,1,1,2.0,0
3624,3,25.0,100.0,1.0,1,1,1,2.0,0
3626,3,25.0,100.0,1.0,1,1,1,2.0,0
3627,3,25.0,80.0,1.0,1,1,1,2.0,0
3628,3,25.0,100.0,1.0,1,1,1,2.0,0
3629,3,25.0,100.0,1.0,1,1,1,2.0,0
3631,3,25.0,60.0,1.0,1,1,1,2.0,0
3633,3,25.0,100.0,1.0,1,1,1,2.0,0
3634,3,25.0,100.0,1.0,1,1,1,2.0,0
3635,3,25.0,100.0,1.0,1,1,1,2.0,0
3639,3,25.0,100.0,1.0,1,1,1,2.0,0
3640,3,25.0,100.0,1.0,1,1,1,2.0,0
3641,3,25.0,100.0,1.0,1,1,1,2.0,0
3642,3,25.0,100.0,1.0,1,1,1,2.0,0
3643,3,25.0,100.0,1.0,1,1,1,2.0,0
3646,3,25.0,80.0,1.0,1,1,1,2.0,0
3647,3,25.0,100.0,1.0,1,1,1,2.0,0
3649,3,25.0,80.0,1.0,1,1,1,2.0,0
3651,3,25.0,100.0,1.0,1,1,1,2.0,0
3655,3,25.0,100.0,1.0,1,1,1,2.0,0
3657,3,25.0,100.0,1.0,1,1,1,2.0,0
3658,3,25.0,100.0,1.0,1,1,1,2.0,0
3660,3,25.0,100.0,1.0,1,1,1,2.0,0
3661,3,25.0,80.0,1.0,1,1,1,2.0,0
3662,3,25.0,100.0,1.0,1,1,1,2.0,0
3663,3,25.0,100.0,1.0,1,1,1,2.0,0
3664,3,25.0,100.0,1.0,1,1,1,2.0,0
3665,3,25.0,100.0,1.0,1,1,1,2.0,0
3670,3,25.0,80.0,1.0,1,1,1,2.0,0
3672,3,25.0,100.0,1.0,1,1,1,2.0,0
3673,3,25.0,100.0,1.0,1,1,1,2.0,0
3674,3,25.0,100.0,1.0,1,1,1,2.0,0
3675,3,25.0,100.0,1.0,1,1,1,2.0,0
3677,3,25.0,100.0,1.0,1,1,1,2.0,0
3679,3,25.0,80.0,1.0,1,1,1,2.0,0
3680,3,25.0,80.0,1.0,1,1,1,2.0,0
3681,3,25.0,80.0,1.0,1,1,1,2.0,0
3682,3,25.0,100.0,1.0,1,1,1,2.0,0
3684,3,25.0,100.0,1.0,1,1,1,2.0,0
3686,3,25.0,100.0,1.0,1,1,1,2.0,0
3688,3,25.0,100.0,1.0,1,1,1,2.0,0
3690,3,25.0,80.0,1.0,1,1,1,2.0,0
3691,3,25.0,80.0,1.0,1,1,1,2.0,0
3692,3,25.0,100.0,1.0,1,1,1,2.0,0
3693,3,25.0,100.0,1.0,1,1,1,2.0,0
3695,3,25.0,80.0,1.0,1,1,1,2.0,0
3697,3,25.0,80.0,1.0,1,1,1,2.0,0
3698,3,25.0,100.0,1.0,1,1,1,2.0,0
3703,3,25.0,100.0,1.0,1,1,1,2.0,0
3704,3,25.0,80.0,1.0,1,1,1,2.0,0
3705,3,25.0,100.0,1.0,1,1,1,2.0,0
3708,3,25.0,100.0,1.0,1,1,1,2.0,0
3709,3,25.0,100.0,1.0,1,1,1,2.0,0
3710,3,25.0,80.0,1.0,1,1,1,2.0,0
3712,3,25.0,100.0,1.0,1,1,1,2.0,0
3713,3,25.0,100.0,1.0,1,1,1,2.0,0
3715,3,25.0,80.0,1.0,1,1,1,2.0,0
3716,3,25.0,80.0,1.0,1,1,1,2.0,0
3717,3,25.0,80.0,1.0,1,1,1,2.0,0
3718,3,25.0,100.0,1.0,1,1,1,2.0,0
3721,3,25.0,100.0,1.0,1,1,1,2.0,0
3724,3,25.0,100.0,1.0,1,1,1,2.0,0
3726,3,25.0,80.0,1.0,1,1,1,2.0,0
3728,3,25.0,60.0,1.0,1,1,1,2.0,0
3730,3,25.0,100.0,1.0,1,1,1,2.0,0
3732,3,25.0,100.0,1.0,1,1,1,2.0,0
3733,3,25.0,100.0,1.0,1,1,1,2.0,0
3737,3,25.0,80.0,1.0,1,1,1,2.0,0
3738,3,25.0,100.0,1.0,1,1,1,2.0,0
3739,3,25.0,100.0,1.0,1,1,1,2.0,0
3742,3,25.0,100.0,1.0,1,1,1,2.0,0
3745,3,25.0,100.0,1.0,1,1,1,2.0,0
3746,3,25.0,100.0,1.0,1,1,1,2.0,0
3748,3,25.0,100.0,1.0,1,1,1,2.0,0
3749,3,25.0,100.0,1.0,1,1,1,2.0,0
3750,3,25.0,100.0,1.0,1,1,1,2.0,0
3752,3,25.0,80.0,1.0,1,1,1,2.0,0
3756,3,25.0,100.0,1.0,1,1,1,2.0,0
3757,3,25.0,100.0,1.0,1,1,1,2.0,0
3758,3,25.0,80.0,1.0,1,1,1,2.0,0
3759,3,25.0,100.0,1.0,1,1,1,2.0,0
3760,3,25.0,100.0,1.0,1,1,1,2.0,0
3761,3,25.0,80.0,1.0,1,1,1,2.0,0
3764,3,25.0,80.0,1.0,1,1,1,2.0,0
3765,3,25.0,100.0,1.0,1,1,1,2.0,0
3768,3,25.0,100.0,1.0,1,1,1,2.0,0
3769,3,25.0,100.0,1.0,1,1,1,2.0,0
3770,3,25.0,100.0,1.0,1,1,1,2.0,0
3771,3,25.0,80.0,1.0,1,1,1,2.0,0
3772,3,25.0,100.0,1.0,1,1,1,2.0,0
3774,3,25.0,100.0,1.0,1,1,1,2.0,0
3778,3,25.0,80.0,1.0,1,1,1,2.0,0
3780,3,25.0,100.0,1.0,1,1,1,2.0,0
3781,3,25.0,80.0,1.0,1,1,1,2.0,0
3785,3,25.0,100.0,1.0,1,1,1,2.0,0
3786,3,25.0,80.0,1.0,1,1,1,2.0,0
3787,3,25.0,100.0,1.0,1,1,1,2.0,0
3788,3,25.0,100.0,1.0,1,1,1,2.0,0
3790,3,25.0,100.0,1.0,1,1,1,2.0,0
3793,3,25.0,100.0,1.0,1,1,1,2.0,0
3794,3,25.0,100.0,1.0,1,1,1,2.0,0
3795,3,25.0,100.0,1.0,1,1,1,2.0,0
3798,3,25.0,100.0,1.0,1,1,1,2.0,0
3799,3,25.0,100.0,1.0,1,1,1,2.0,0
3800,3,25.0,100.0,1.0,1,1,1,2.0,0
3801,3,25.0,100.0,1.0,1,1,1,2.0,0
3802,3,25.0,100.0,1.0,1,1,1,2.0,0
3803,3,25.0,100.0,1.0,1,1,1,2.0,0
3804,3,25.0,100.0,1.0,1,1,1,2.0,0
3805,3,25.0,100.0,1.0,1,1,1,2.0,0
3807,3,25.0,80.0,1.0,1,1,1,2.0,0
3808,3,25.0,60.0,1.0,1,1,1,2.0,0
3809,3,25.0,100.0,1.0,1,1,1,2.0,0
3810,3,25.0,80.0,1.0,1,1,1,2.0,0
3816,3,25.0,60.0,1.0,1,1,1,2.0,0
3817,3,25.0,100.0,1.0,1,1,1,2.0,0
3821,3,25.0,80.0,1.0,1,1,1,2.0,0
3825,3,25.0,100.0,1.0,1,1,1,2.0,0
3826,3,25.0,100.0,1.0,1,1,1,2.0,0
3828,3,25.0,100.0,1.0,1,1,1,2.0,0
3829,3,25.0,100.0,1.0,1,1,1,2.0,0
3834,3,25.0,100.0,1.0,1,1,1,2.0,0
3835,3,25.0,100.0,1.0,1,1,1,2.0,0
3836,3,25.0,100.0,1.0,1,1,1,2.0,0
3837,3,25.0,100.0,1.0,1,1,1,2.0,0
3838,3,25.0,100.0,1.0,1,1,1,2.0,0
3839,3,25.0,80.0,1.0,1,1,1,2.0,0
3842,3,25.0,100.0,1.0,1,1,1,2.0,0
3843,3,25.0,80.0,1.0,1,1,1,2.0,0
3845,3,25.0,100.0,1.0,1,1,1,2.0,0
3846,3,25.0,80.0,1.0,1,1,1,2.0,0
3849,3,25.0,100.0,1.0,1,1,1,2.0,0
3851,3,25.0,100.0,1.0,1,1,1,2.0,0
3853,3,25.0,60.0,1.0,1,1,1,2.0,0
3854,3,25.0,100.0,1.0,1,1,1,2.0,0
3855,3,25.0,100.0,1.0,1,1,1,2.0,0
3857,3,25.0,80.0,1.0,1,1,1,2.0,0
3858,3,25.0,100.0,1.0,1,1,1,2.0,0
3859,3,25.0,100.0,1.0,1,1,1,2.0,0
3862,3,25.0,40.0,1.0,1,1,1,2.0,0
3864,3,25.0,100.0,1.0,1,1,1,2.0,0
3865,3,25.0,100.0,1.0,1,1,1,2.0,0
3866,3,25.0,100.0,1.0,1,1,1,2.0,0
3867,3,25.0,80.0,1.0,1,1,1,2.0,0
3868,3,25.0,100.0,1.0,1,1,1,2.0,0
3869,3,25.0,100.0,1.0,1,1,1,2.0,0
3870,3,25.0,100.0,1.0,1,1,1,2.0,0
3871,3,25.0,100.0,1.0,1,1,1,2.0,0
3872,3,25.0,80.0,1.0,1,1,1,2.0,0
3873,3,25.0,80.0,1.0,1,1,1,2.0,0
3874,3,25.0,100.0,1.0,1,1,1,2.0,0
3875,3,25.0,80.0,1.0,1,1,1,2.0,0
3878,3,25.0,100.0,1.0,1,1,1,2.0,0
3879,3,25.0,100.0,1.0,1,1,1,2.0,0
3880,3,25.0,100.0,1.0,1,1,1,2.0,0
3881,3,25.0,100.0,1.0,1,1,1,2.0,0
3882,3,25.0,100.0,1.0,1,1,1,2.0,0
3883,3,25.0,100.0,1.0,1,1,1,2.0,0
3887,3,25.0,80.0,1.0,1,1,1,2.0,0
3888,3,25.0,100.0,1.0,1,1,1,2.0,0
3892,3,25.0,100.0,1.0,1,1,1,2.0,0
3894,3,25.0,100.0,1.0,1,1,1,2.0,0
3895,3,25.0,100.0,1.0,1,1,1,2.0,0
3896,3,25.0,100.0,1.0,1,1,1,2.0,0
3898,3,25.0,100.0,1.0,1,1,1,2.0,0
3899,3,25.0,100.0,1.0,1,1,1,2.0,0
3900,3,25.0,60.0,1.0,1,1,1,2.0,0
3902,3,25.0,100.0,1.0,1,1,1,2.0,0
3903,3,25.0,100.0,1.0,1,1,1,2.0,0
3904,3,25.0,80.0,1.0,1,1,1,2.0,0
3905,3,25.0,100.0,1.0,1,1,1,2.0,0
3906,3,25.0,100.0,1.0,1,1,1,2.0,0
3911,3,25.0,100.0,1.0,1,1,1,2.0,0
3912,3,25.0,100.0,1.0,1,1,1,2.0,0
3913,3,25.0,100.0,1.0,1,1,1,2.0,0
3915,3,25.0,80.0,1.0,1,1,1,2.0,0
3916,3,25.0,100.0,1.0,1,1,1,2.0,0
3918,3,25.0,100.0,1.0,1,1,1,2.0,0
3922,3,25.0,100.0,1.0,1,1,1,2.0,0
3924,3,25.0,100.0,1.0,1,1,1,2.0,0
3925,3,25.0,100.0,1.0,1,1,1,2.0,0
3926,3,25.0,100.0,1.0,1,1,1,2.0,0
3928,3,25.0,100.0,1.0,1,1,1,2.0,0
3930,3,25.0,80.0,1.0,1,1,1,2.0,0
3931,3,25.0,100.0,1.0,1,1,1,2.0,0
3932,3,25.0,100.0,1.0,1,1,1,2.0,0
3933,3,25.0,80.0,1.0,1,1,1,2.0,0
3935,3,25.0,100.0,1.0,1,1,1,2.0,0
3936,3,25.0,100.0,1.0,1,1,1,2.0,0
3937,3,25.0,100.0,1.0,1,1,1,2.0,0
3938,3,25.0,100.0,1.0,1,1,1,2.0,0
3939,3,25.0,100.0,1.0,1,1,1,2.0,0
3940,3,25.0,100.0,1.0,1,1,1,2.0,0
3943,3,25.0,80.0,1.0,1,1,1,2.0,0
3944,3,25.0,80.0,1.0,1,1,1,2.0,0
3945,3,25.0,80.0,1.0,1,1,1,2.0,0
3946,3,25.0,100.0,1.0,1,1,1,2.0,0
3947,3,25.0,100.0,1.0,1,1,1,2.0,0
3948,3,25.0,80.0,1.0,1,1,1,2.0,0
3949,3,25.0,80.0,1.0,1,1,1,2.0,0
3950,3,25.0,100.0,1.0,1,1,1,2.0,0
3951,3,25.0,100.0,1.0,1,1,1,2.0,0
3952,3,25.0,100.0,1.0,1,1,1,2.0,0
3953,3,25.0,100.0,1.0,1,1,1,2.0,0
3954,3,25.0,100.0,1.0,1,1,1,2.0,0
3956,3,25.0,100.0,1.0,1,1,1,2.0,0
3957,3,25.0,100.0,1.0,1,1,1,2.0,0
3958,3,25.0,80.0,1.0,1,1,1,2.0,0
3959,3,25.0,100.0,1.0,1,1,1,2.0,0
3963,3,25.0,100.0,1.0,1,1,1,2.0,0
3964,3,25.0,80.0,1.0,1,1,1,2.0,0
3965,3,25.0,100.0,1.0,1,1,1,2.0,0
3966,3,25.0,80.0,1.0,1,1,1,2.0,0
3968,3,25.0,100.0,1.0,1,1,1,2.0,0
3969,3,25.0,100.0,1.0,1,1,1,2.0,0
3971,3,25.0,100.0,1.0,1,1,1,2.0,0
3973,3,25.0,100.0,1.0,1,1,1,2.0,0
3976,3,25.0,100.0,1.0,1,1,1,2.0,0
3977,3,25.0,80.0,1.0,1,1,1,2.0,0
3979,3,25.0,80.0,1.0,1,1,1,2.0,0
3981,3,25.0,80.0,1.0,1,1,1,2.0,0
3982,3,25.0,100.0,1.0,1,1,1,2.0,0
3985,3,25.0,100.0,1.0,1,1,1,2.0,0
3987,3,25.0,100.0,1.0,1,1,1,2.0,0
3988,3,25.0,100.0,1.0,1,1,1,2.0,0
3989,3,25.0,100.0,1.0,1,1,1,2.0,0
3992,3,25.0,80.0,1.0,1,1,1,2.0,0
3994,3,25.0,100.0,1.0,1,1,1,2.0,0
3995,3,25.0,100.0,1.0,1,1,1,2.0,0
3997,3,25.0,80.0,1.0,1,1,1,2.0,0
3998,3,25.0,100.0,1.0,1,1,1,2.0,0
4002,3,25.0,80.0,1.0,1,1,1,2.0,0
4003,3,25.0,80.0,1.0,1,1,1,2.0,0
4004,3,25.0,100.0,1.0,1,1,1,2.0,0
4006,3,25.0,100.0,1.0,1,1,1,2.0,0
4008,3,25.0,80.0,1.0,1,1,1,2.0,0
4009,3,25.0,100.0,1.0,1,1,1,2.0,0
4010,3,25.0,100.0,1.0,1,1,1,2.0,0
4014,3,25.0,100.0,1.0,1,1,1,2.0,0
4015,3,25.0,100.0,1.0,1,1,1,2.0,0
4017,3,25.0,80.0,1.0,1,1,1,2.0,0
4018,3,25.0,100.0,1.0,1,1,1,2.0,0
4020,3,25.0,60.0,1.0,1,1,1,2.0,0
4021,3,25.0,80.0,1.0,1,1,1,2.0,0
4022,3,25.0,100.0,1.0,1,1,1,2.0,0
4023,3,25.0,100.0,1.0,1,1,1,2.0,0
4024,3,25.0,100.0,1.0,1,1,1,2.0,0
4025,3,25.0,100.0,1.0,1,1,1,2.0,0
4026,3,25.0,80.0,1.0,1,1,1,2.0,0
4027,3,25.0,100.0,1.0,1,1,1,2.0,0
4028,3,25.0,100.0,1.0,1,1,1,2.0,0
4030,3,25.0,100.0,1.0,1,1,1,2.0,0
4032,3,25.0,100.0,1.0,1,1,1,2.0,0
4035,3,25.0,100.0,1.0,1,1,1,2.0,0
4036,3,25.0,100.0,1.0,1,1,1,2.0,0
4037,3,25.0,80.0,1.0,1,1,1,2.0,0
4038,3,25.0,100.0,1.0,1,1,1,2.0,0
4039,3,25.0,80.0,1.0,1,1,1,2.0,0
4040,3,25.0,100.0,1.0,1,1,1,2.0,0
4043,3,25.0,100.0,1.0,1,1,1,2.0,0
4044,3,25.0,100.0,1.0,1,1,1,2.0,0
4045,3,25.0,100.0,1.0,1,1,1,2.0,0
4048,3,25.0,100.0,1.0,1,1,1,2.0,0
4049,3,25.0,100.0,1.0,1,1,1,2.0,0
4050,3,25.0,100.0,1.0,1,1,1,2.0,0
4053,3,25.0,80.0,1.0,1,1,1,2.0,0
4055,3,25.0,100.0,1.0,1,1,1,2.0,0
4056,3,25.0,100.0,1.0,1,1,1,2.0,0
4057,3,25.0,100.0,1.0,1,1,1,2.0,0
4058,3,25.0,80.0,1.0,1,1,1,2.0,0
4059,3,25.0,100.0,1.0,1,1,1,2.0,0
4060,3,25.0,100.0,1.0,1,1,1,2.0,0
4061,3,25.0,100.0,1.0,1,1,1,2.0,0
4062,3,25.0,100.0,1.0,1,1,1,2.0,0
4065,3,25.0,100.0,1.0,1,1,1,2.0,0
4066,3,25.0,100.0,1.0,1,1,1,2.0,0
4067,3,25.0,100.0,1.0,1,1,1,2.0,0
4068,3,25.0,100.0,1.0,1,1,1,2.0,0
4069,3,25.0,80.0,1.0,1,1,1,2.0,0
4071,3,25.0,80.0,1.0,1,1,1,2.0,0
4073,3,25.0,100.0,1.0,1,1,1,2.0,0
4078,3,25.0,60.0,1.0,1,1,1,2.0,0
4079,3,25.0,100.0,1.0,1,1,1,2.0,0
4080,3,25.0,80.0,1.0,1,1,1,2.0,0
4081,3,25.0,80.0,1.0,1,1,1,2.0,0
4082,3,25.0,100.0,1.0,1,1,1,2.0,0
4084,3,25.0,100.0,1.0,1,1,1,2.0,0
4085,3,25.0,80.0,1.0,1,1,1,2.0,0
4086,3,25.0,80.0,1.0,1,1,1,2.0,0
4087,3,25.0,80.0,1.0,1,1,1,2.0,0
4089,3,25.0,100.0,1.0,1,1,1,2.0,0
4091,3,25.0,100.0,1.0,1,1,1,2.0,0
4092,3,25.0,100.0,1.0,1,1,1,2.0,0
4093,3,25.0,100.0,1.0,1,1,1,2.0,0
4101,3,25.0,100.0,1.0,1,1,1,2.0,0
4103,3,25.0,100.0,1.0,1,1,1,2.0,0
4104,3,25.0,80.0,1.0,1,1,1,2.0,0
4105,3,25.0,100.0,1.0,1,1,1,2.0,0
4106,3,25.0,100.0,1.0,1,1,1,2.0,0
4107,3,25.0,100.0,1.0,1,1,1,2.0,0
4108,3,25.0,100.0,1.0,1,1,1,2.0,0
4109,3,25.0,100.0,1.0,1,1,1,2.0,0
4111,3,25.0,100.0,1.0,1,1,1,2.0,0
4112,3,25.0,80.0,1.0,1,1,1,2.0,0
4113,3,25.0,100.0,1.0,1,1,1,2.0,0
4114,3,25.0,100.0,1.0,1,1,1,2.0,0
4115,3,25.0,100.0,1.0,1,1,1,2.0,0
4117,3,25.0,80.0,1.0,1,1,1,2.0,0
4122,3,25.0,100.0,1.0,1,1,1,2.0,0
4123,3,25.0,100.0,1.0,1,1,1,2.0,0
4126,3,25.0,100.0,1.0,1,1,1,2.0,0
4127,3,25.0,80.0,1.0,1,1,1,2.0,0
4129,3,25.0,100.0,1.0,1,1,1,2.0,0
4133,3,25.0,100.0,1.0,1,1,1,2.0,0
4134,3,25.0,100.0,1.0,1,1,1,2.0,0
4137,3,25.0,100.0,1.0,1,1,1,2.0,0
4141,3,25.0,80.0,1.0,1,1,1,2.0,0
4142,3,25.0,100.0,1.0,1,1,1,2.0,0
4144,3,25.0,100.0,1.0,1,1,1,2.0,0
4145,3,25.0,100.0,1.0,1,1,1,2.0,0
4146,3,25.0,100.0,1.0,1,1,1,2.0,0
4147,3,25.0,100.0,1.0,1,1,1,2.0,0
4148,3,25.0,100.0,1.0,1,1,1,2.0,0
4150,3,25.0,100.0,1.0,1,1,1,2.0,0
4151,3,25.0,80.0,1.0,1,1,1,2.0,0
4153,3,25.0,100.0,1.0,1,1,1,2.0,0
4154,3,25.0,100.0,1.0,1,1,1,2.0,0
4155,3,25.0,100.0,1.0,1,1,1,2.0,0
4156,3,25.0,100.0,1.0,1,1,1,2.0,0
4157,3,25.0,100.0,1.0,1,1,1,2.0,0
4158,3,25.0,80.0,1.0,1,1,1,2.0,0
4159,3,25.0,100.0,1.0,1,1,1,2.0,0
4160,3,25.0,100.0,1.0,1,1,1,2.0,0
4161,3,25.0,100.0,1.0,1,1,1,2.0,0
4162,3,25.0,100.0,1.0,1,1,1,2.0,0
4163,3,25.0,100.0,1.0,1,1,1,2.0,0
4164,3,25.0,80.0,1.0,1,1,1,2.0,0
4165,3,25.0,80.0,1.0,1,1,1,2.0,0
4166,3,25.0,100.0,1.0,1,1,1,2.0,0
4167,3,25.0,100.0,1.0,1,1,1,2.0,0
4169,3,25.0,100.0,1.0,1,1,1,2.0,0
4171,3,25.0,100.0,1.0,1,1,1,2.0,0
4172,3,25.0,100.0,1.0,1,1,1,2.0,0
4173,3,25.0,100.0,1.0,1,1,1,2.0,0
4174,3,25.0,100.0,1.0,1,1,1,2.0,0
4175,3,25.0,80.0,1.0,1,1,1,2.0,0
4176,3,25.0,100.0,1.0,1,1,1,2.0,0
4177,3,25.0,100.0,1.0,1,1,1,2.0,0
4178,3,25.0,100.0,1.0,1,1,1,2.0,0
4184,3,25.0,60.0,1.0,1,1,1,2.0,0
4185,3,25.0,80.0,1.0,1,1,1,2.0,0
4186,3,25.0,80.0,1.0,1,1,1,2.0,0
4187,3,25.0,100.0,1.0,1,1,1,2.0,0
4190,3,25.0,100.0,1.0,1,1,1,2.0,0
4191,3,25.0,100.0,1.0,1,1,1,2.0,0
4192,3,25.0,100.0,1.0,1,1,1,2.0,0
4193,3,25.0,80.0,1.0,1,1,1,2.0,0
4196,3,25.0,100.0,1.0,1,1,1,2.0,0
4197,3,25.0,100.0,1.0,1,1,1,2.0,0
4198,3,25.0,100.0,1.0,1,1,1,2.0,0
4199,3,25.0,60.0,1.0,1,1,1,2.0,0
4200,3,25.0,100.0,1.0,1,1,1,2.0,0
4201,3,25.0,100.0,1.0,1,1,1,2.0,0
4203,3,25.0,100.0,1.0,1,1,1,2.0,0
