UserSK,CourseSK,DeviceSK,EnrollmentDateSK,CompletionDateSK,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,EngagementScore,CourseCompletion
1870,1,1,502,,31.554632203871115,10,5,62.18812501030269,24.402009603951047,0.4362038377273487,0
1871,3,2,429,,31.773769396221933,11,4,69.81044881495714,21.721740072551054,0.42027535043189607,0
1872,3,1,687,,43.80723965832391,18,0,66.49824796917778,11.586392148790136,0.4441313145176066,0
1873,4,1,7,48.0,28.18269687228007,12,10,94.1353422917471,71.46083300283989,0.624847244855836,1
1874,5,2,669,701.0,23.030448467389693,19,2,77.9059089049036,60.85164381213314,0.45749948718224237,1
1875,2,2,189,,57.972052510750125,16,1,50.58792995763983,68.68008302128517,0.49183017772024423,0
1876,2,1,177,,48.31117543362921,8,1,73.53894198157215,27.302502680833097,0.3259651741219674,0
1877,4,2,555,626.0,15.831812318564229,8,3,57.69566722770632,88.07532991099083,0.283259160010219,1
1878,5,2,391,,18.34231150671392,1,10,94.45702470450414,95.45848893545268,0.40837800948156966,0
1879,4,1,159,170.0,57.69438773592098,15,3,76.28071844927467,8.858397687915753,0.5408945774236096,1
1880,3,2,29,,55.10485716141915,7,0,95.63962225146376,27.52135273654501,0.2988428452191994,0
1881,1,1,502,,55.86394428943108,8,9,64.56554102994765,48.34174397963365,0.6180626021072853,0
1882,3,1,31,65.0,32.98578598216068,14,8,82.66367604794607,77.87485664991051,0.6076884826669194,1
1883,3,2,155,219.0,20.42534946585923,14,1,82.29501374708029,91.8829763444506,0.3320610793819971,1
1884,3,2,248,,9.41931850930104,5,2,87.82053499165096,43.71110202378215,0.17833277958387186,0
1885,2,2,142,226.0,25.92417926799936,0,4,75.77277245984553,81.0396315693059,0.21724484264277724,1
1886,4,2,62,,89.25393344133019,11,10,56.76677888094783,39.97656906859406,0.813833836573448,0
1887,5,2,288,,15.38331496483288,9,6,68.51995986339934,62.21296775804532,0.3984144594629149,0
1888,5,1,637,,25.336886130688416,17,8,51.66734315272716,35.52405867446063,0.6319310902149193,0
1889,2,1,302,317.0,71.75405749406046,13,4,69.95503786126196,73.15960696337237,0.5882393785114194,1
1890,3,1,572,,31.15341476163765,13,3,71.42332722801928,15.378256297774406,0.4181865156703943,0
1891,2,2,270,358.0,7.263004510246805,6,9,76.64547699562907,91.7811936500052,0.42106912434114685,1
1892,3,1,382,394.0,29.860175886968044,10,8,53.90958235680667,65.49395281495659,0.5304968730126461,1
1893,1,1,679,,84.52316916652465,3,10,60.9399605543092,82.08607625402527,0.664570647644687,0
1894,4,2,239,,48.6461212309329,15,7,50.975704716888025,5.25339583997082,0.6437571643383923,0
1895,5,2,578,,5.390339333406515,19,1,61.91313250331263,96.43641995136568,0.36476463688962485,0
1896,1,2,591,,75.81249592790248,10,8,54.94617403731694,2.5879528803503304,0.685238139905279,0
1897,4,1,431,480.0,14.260180720600037,10,4,81.32132465753607,87.68264339430827,0.34463296572210983,1
1898,4,1,238,,70.4583356400601,17,1,96.82681045186652,38.995894354309456,0.5505434579016915,0
1899,4,1,174,,94.79537180791952,20,6,52.79027331484232,29.724674674494523,0.8491614978878115,0
1900,2,1,537,,62.15176403267049,12,0,68.5289848842704,20.73056532878863,0.40590573451959155,0
1901,2,2,292,305.0,96.9656118275627,20,4,66.61375665636797,88.62661990558598,0.7898036313943501,1
1902,5,2,107,,76.12062012772698,0,1,91.42328941247534,46.65935443740562,0.28627889352587904,0
1903,3,2,624,641.0,83.81549925031031,13,5,57.955480325162775,65.36806328847605,0.662188451353974,1
1904,1,1,112,165.0,56.055438607234095,8,6,95.53721473806326,47.01084363061554,0.5187084459988159,1
1905,4,2,712,,17.30081413734693,12,6,81.76420249896019,56.83445218969844,0.4548712556145243,0
1906,2,1,682,783.0,35.3292471200868,16,6,59.7637384252808,92.14140285175009,0.5822470930040091,1
1907,1,1,125,,26.22444321739912,5,10,95.03330485381936,53.24069357108697,0.5015868774620352,0
1908,4,2,557,,61.77074855576471,12,9,52.75115518002939,18.543951940933955,0.7046196912222994,0
1909,4,2,723,,39.49071677717886,16,8,61.40028386789064,59.96418835390085,0.6629265549272895,0
1910,3,2,235,,14.928846962213884,5,9,75.90490366827942,32.822418431852554,0.43021673649872394,0
1911,1,1,19,51.0,29.16668401450197,16,9,55.03518136561788,61.48829959020728,0.6614940869909286,1
1912,1,2,483,,88.87131008116697,15,2,58.33335116207896,58.27175204032217,0.6125477121185691,0
1913,3,1,47,,1.07816159822866,12,1,94.46211267919014,36.820086905474525,0.23357759258310787,0
1914,1,1,290,,68.21559700378633,3,10,51.644215839332816,94.5635216715493,0.6096560236571004,0
1915,1,2,684,,92.83619161982458,3,8,61.89694650003048,18.102285661243588,0.6258981771265127,0
1916,3,2,408,,56.4284333921214,16,9,50.92023644717698,54.89338164783671,0.7532961468791868,0
1917,5,1,504,558.0,64.36894926203084,19,2,80.1884552619083,67.17434399593621,0.5967040361300783,1
1918,1,1,87,140.0,68.22467937682154,0,10,71.36042635904,98.78857215176552,0.5596868579203359,1
1919,5,1,64,,38.4390096308402,4,9,78.5303147899868,22.2807430072004,0.4927190036812131,0
1920,5,1,114,184.0,81.24978097775595,14,6,75.00634792503942,64.79545868981707,0.7035481554503362,1
1921,4,1,692,784.0,49.34515638742913,17,10,70.76001073681432,38.62123366889145,0.7794432836699118,1
1922,1,2,69,,36.96912308133199,7,7,50.09081422444866,31.653761831787907,0.47110301214682204,0
1923,3,1,9,90.0,9.564417625035006,13,8,79.77014434999104,67.5555011525324,0.5121520575338402,1
1924,2,1,658,,2.05013491366162,14,10,57.854733640739454,96.64570526653397,0.5701808123513111,0
1925,5,1,410,467.0,90.76749488468285,2,5,75.36955715011976,70.15823433276677,0.5022664002733311,1
1926,1,2,654,716.0,96.97449819191196,15,6,70.62872132612098,22.029267049442748,0.7731666389510274,1
1927,4,2,727,,1.4751826569197029,17,5,91.2081512333441,33.05968060660487,0.45157945028471264,0
1928,3,2,603,653.0,69.70797463663197,18,4,83.56050315351564,18.358134806758564,0.664682252343513,1
1929,1,1,356,,59.50069318989545,19,7,68.97943351696506,35.921665165396576,0.7469755197478137,0
1930,1,2,277,,94.08318509441604,1,0,77.85187803220695,98.120899609396,0.3301001749118163,0
1931,4,1,487,547.0,58.49534810327306,6,1,75.34561172366847,78.12571142182469,0.3269265061816305,1
1932,4,1,351,362.0,82.41980869161145,17,6,74.43385656639443,87.32230924888403,0.7574878930426417,1
1933,1,1,360,411.0,76.75383009512196,20,5,81.13281665099029,54.08830029501016,0.7550748510860649,1
1934,5,2,299,,18.308854631154905,15,4,73.3465294971552,37.15968002613565,0.4415995124142477,0
1935,2,2,388,412.0,34.2949600229906,20,2,76.48675104107765,64.2132911774492,0.5120985358950557,1
1936,4,1,201,,10.255743796814986,12,4,83.06208555477524,20.453489217495523,0.3644814673666872,0
1937,3,2,612,636.0,32.137239648701424,20,5,53.3084545659649,95.54439187215404,0.6048315614336878,1
1938,5,1,706,,11.150919273151755,19,1,60.938775774522895,26.687398224589497,0.3841629923397611,0
1939,3,1,82,,52.79265683194652,13,2,66.1955724775768,56.70814353418765,0.4577221701674892,0
1940,4,1,607,,24.32859086796901,1,2,76.52140026125713,35.02319704395954,0.16187239213305013,0
1941,4,2,722,,18.691905972328275,3,2,88.39562184652954,7.214183719663336,0.17622441136231345,0
1942,4,1,456,,32.178389518434315,18,6,52.77602976553089,29.72649205951672,0.6049699641163846,0
1943,3,1,645,,18.52728615831134,11,10,55.727544184451446,22.72933508749924,0.575666732194529,0
1944,2,1,526,,4.310360570548669,20,6,50.64066483031156,12.39693955121578,0.544459466277828,0
1945,2,1,19,,67.15768428360927,3,1,57.904776855927736,82.84015316940652,0.30609657554099307,0
1946,1,1,313,366.0,40.34793864103566,8,6,98.89233228725168,53.1466853959481,0.46581452372633114,1
1947,3,2,364,,18.32468604630781,18,9,89.60525913298054,9.19496624790661,0.6583175736302774,0
1948,1,2,249,,64.84572606262678,13,4,54.33601652876057,35.3868781726208,0.5649760491112504,0
1949,2,1,286,313.0,20.37415539100092,17,10,99.60933017895208,27.672492660061263,0.6818854368987032,1
1950,4,1,451,466.0,89.59615361390192,13,9,83.34891323882951,10.85243150291242,0.8149864060545516,1
1951,2,2,321,360.0,47.71245450892376,13,6,74.08247386155782,68.84708823624493,0.5739469394069427,1
1952,2,2,251,,87.71268641532818,18,0,61.08342958011875,28.069630315698856,0.5919798768668804,0
1953,4,2,121,,17.905268061588178,13,9,82.52248908689137,52.96620090478664,0.5735722958390583,0
1954,1,1,397,,79.19659748251834,0,7,87.19517159898491,24.999774727643945,0.4966350350366558,0
1955,4,2,631,,38.92386760292417,3,1,50.31630767780751,93.81850367628944,0.21102114608516356,0
1956,3,1,666,,58.51047592638156,9,6,52.83192950453359,37.11839006616762,0.5436421981000006,0
1957,5,2,594,653.0,57.85506043114878,0,9,86.85786021381361,84.37233091504496,0.49143488165165056,1
1958,5,2,30,,93.07066526348343,1,0,60.53403310020228,52.93471476424594,0.3266905842479966,0
1959,1,2,378,,59.94196328834045,9,7,67.79992611276302,41.254372565350806,0.5817956330178928,0
1960,1,2,329,366.0,40.17873815488808,14,9,90.91436387849107,77.10917218837076,0.6652432527770601,1
1961,1,1,72,139.0,60.137580796807455,17,7,88.1027089769385,92.41058055393673,0.7157870281494721,1
1962,1,2,325,,35.50207418332751,10,1,65.35932408086911,46.95031769349971,0.3161645761947302,0
1963,4,1,156,,54.106525043937424,1,1,58.26789887046433,58.64483879209305,0.22881453070226496,0
1964,1,1,31,,79.98243484865216,16,4,54.71128283924578,30.68798404623108,0.6659476214720224,0
1965,4,2,680,785.0,75.81528232674688,2,10,99.35493125896735,92.52615379869654,0.6185808562477845,1
1966,5,1,213,,42.155419605834986,0,3,51.73431176031784,38.73592479846653,0.23856942447379118,0
1967,2,2,611,634.0,31.37697493955921,12,1,52.86745766036173,7.580487252033963,0.33560675580281885,1
1968,2,2,106,,4.984232291305819,16,2,76.68609265298286,40.11656970679195,0.3467303494500142,0
1969,1,1,61,89.0,98.53552526519827,12,2,97.38603338075464,71.19940046605315,0.5950915398902774,1
1970,4,1,528,,16.834139434325934,12,4,58.86273386886467,28.646652200088283,0.38663376074736133,0
1971,3,1,699,786.0,21.831627890410303,7,9,50.60106838152045,99.83329122213576,0.4867945416297425,1
1972,3,2,598,,54.05766331977805,14,3,63.96710820778133,39.02351686669386,0.5119815755631775,0
1973,5,1,89,124.0,51.88905112811108,11,9,85.69671616717372,95.83348589572812,0.6546771736671072,1
1974,4,2,442,,56.32524622451199,9,2,82.44738125589517,35.41385556269834,0.40295158785289714,0
1975,5,1,38,,77.71345979304192,11,4,60.14561720767664,42.37733029975781,0.574974087869456,0
1976,3,1,682,715.0,88.78591193135394,8,1,88.00488985775661,75.10075224738883,0.4622610564022138,1
1977,2,2,319,328.0,94.50430010467912,19,5,86.56872409297803,59.4480096346186,0.7981817506748697,1
1978,5,2,456,,50.73787655453255,4,1,77.35429461339794,73.11879486031434,0.2674705893620959,0
1979,5,1,585,,24.772535424700468,2,6,60.64811289653069,55.92642281521586,0.3133659281414466,0
1980,4,2,155,,8.562938362735263,12,2,85.39278752043965,53.75173918518408,0.2921150618693101,0
1981,2,1,533,556.0,67.67813621973879,9,8,96.51226094574956,40.71444525267157,0.6411796615490282,1
1982,2,2,662,673.0,30.881631428396616,18,7,99.9401715849246,29.76056794644085,0.6339362207316376,1
1983,1,2,513,522.0,62.75048230445457,19,5,82.29585510966669,23.38565078712741,0.6912529603394194,1
1984,1,2,361,,80.33578201090003,1,6,68.30933256017019,29.020188093931388,0.4838047436593154,0
1985,3,2,110,,16.221181898188892,3,5,68.86480740811578,85.9294478716927,0.2679034185398757,0
1986,5,1,588,,50.051684743468,6,10,85.81696693061417,10.724503497735329,0.5984900524850886,0
1987,1,2,98,,47.88042504299016,1,9,66.35236045143485,21.60121334677283,0.4745125685949505,0
1988,5,1,24,,33.75994972472458,3,4,59.78848952265402,73.86174997068665,0.2936310089658454,0
1989,2,2,692,787.0,18.867817798745133,6,0,58.9145379667229,19.92278208615004,0.16015053229392226,1
1990,2,1,546,594.0,32.56632908472166,11,4,59.26368801637567,99.23097766576689,0.4229442404939698,1
1991,5,2,72,118.0,31.829158859442924,13,8,88.79997606818358,75.78994122539446,0.5871270373080901,1
1992,2,1,589,,44.49102396047169,4,7,73.1296513622235,35.923695425490656,0.44643274432279484,0
1993,2,1,4,,25.10194718520481,4,1,79.04524714002045,23.656438181730945,0.1811433661653983,0
1994,4,2,512,,40.17132149553529,8,8,65.69512026341233,44.70433057963776,0.5318857776826277,0
1995,2,1,589,621.0,76.90308455951477,14,4,97.49010456240386,36.58252100515266,0.6222449551900776,1
1996,5,1,356,371.0,98.43233098883827,9,6,73.28705432128754,17.43498182411458,0.6780762902974268,1
1997,3,1,200,,13.135732494211116,1,0,58.86207442755071,11.991117249706695,0.05751521389289623,0
1998,5,2,49,128.0,51.34921426500279,11,9,50.3088414748816,76.80188073660499,0.652859310280921,1
1999,5,1,407,,8.4271868003989,5,5,66.79359271430963,12.888288661064983,0.2749908445241493,0
2000,4,1,692,,31.216238482757053,19,7,64.27319014466505,58.802102874235615,0.6517295702320755,0
2001,3,2,655,788.0,59.58898285866927,9,10,81.53558186542801,90.68004290742326,0.6806059957876628,1
2002,2,2,299,,59.16861544283003,1,10,51.64113372622541,20.039915116096097,0.545857770851412,0
2003,5,2,202,,92.40665131872302,15,3,58.80530848788975,70.31571849269996,0.6577857297904306,0
2004,1,2,570,,26.47918038176177,12,3,53.32309513413638,82.64736578484064,0.38577977059832985,0
2005,5,1,507,573.0,61.3029415991164,6,5,67.5597266986997,3.1297527045951123,0.4697128835600086,1
2006,5,2,63,,47.72185492708941,9,7,73.82152217507765,96.69099304824472,0.5406452613347924,0
2007,1,2,726,,34.746777418809714,13,5,67.53447912690189,47.85145895827162,0.4969529164724975,0
2008,2,1,685,696.0,45.09793385331699,11,10,57.2670366980712,69.30277448302255,0.6651415548546339,1
2009,1,2,269,,82.24351447509339,18,2,71.55951277330189,52.19673094475673,0.6402288177537533,0
2010,2,2,473,,69.4945269079236,0,0,74.51250518353177,13.17629561639666,0.2306329818247753,0
2011,5,2,663,670.0,71.89663640719701,16,9,96.0955325975932,61.89186423344151,0.8053842531809589,1
2012,5,2,256,,82.06445702219767,18,3,92.82687617682949,40.25771375720974,0.6729588541399512,0
2013,5,1,273,,49.2627255834077,1,10,87.26733037996584,42.85414378823681,0.5125003702853377,0
2014,1,2,701,,24.171719726732416,12,3,76.09403635092536,49.15443838710072,0.3780095560640892,0
2015,5,1,114,,78.27165847294515,14,3,88.17483126057289,8.545381815700315,0.5935205334045964,0
2016,3,1,725,789.0,82.11526872345533,15,4,84.77362674580374,57.64607854070216,0.6564632090398627,1
2017,4,1,710,790.0,93.42792240567432,10,7,94.62410217812432,24.48497728624289,0.711223873049614,1
2018,1,2,679,791.0,9.660480969341878,12,6,83.93299315649915,57.91096298663542,0.42914296087672366,1
2019,2,2,438,510.0,67.72859173348714,7,10,91.02556288793107,6.854898722288194,0.6746824003491635,1
2020,3,1,360,382.0,69.59800600524001,8,6,97.68017657739284,98.04236260839612,0.5643121072346261,1
2021,4,1,446,468.0,11.346248701629683,12,6,77.40996967939827,77.34441270163774,0.434819667392272,1
2022,3,1,622,,58.41834872475631,0,6,67.47635650498569,9.872020850276453,0.39333271610182535,0
2023,2,2,462,480.0,78.17363650056936,18,8,86.30562086972179,88.72940486978189,0.8265217845280919,1
2024,5,1,592,607.0,63.37342317670138,9,7,86.36465709719891,81.75020945837637,0.5933508374111253,1
2025,2,2,148,,77.55709997132317,3,5,78.66834947450637,35.88312337982534,0.474447890292439,0
2026,3,2,54,119.0,81.6644081619537,15,1,97.84581733403508,66.82247263570339,0.5549459671997107,1
2027,2,2,552,,90.67908960993128,19,2,91.92506697719406,59.24922797999057,0.6853016182745791,0
2028,5,1,190,202.0,41.67347457061006,8,4,79.7365441131573,84.02006559083085,0.40361217449662923,1
2029,3,1,682,,16.870594912041316,9,5,80.30077921063332,41.79387534888964,0.3700897720551161,0
2030,1,2,520,573.0,73.34546788347664,4,9,94.86959588701512,52.944290259567126,0.6102640931986981,1
2031,5,1,234,,86.30405839420777,19,4,63.17645230531278,32.27535497499182,0.7372350025523163,0
2032,2,2,646,,42.547556923569566,5,9,67.1112521194992,75.78517011059516,0.5232208365213841,0
2033,3,1,191,261.0,43.944655818529895,11,1,82.60099053787216,94.12913163002156,0.3612609706220644,1
2034,2,2,599,,42.03756210962793,1,1,66.9264083071922,54.37000467109752,0.18817313081491116,0
2035,5,2,601,672.0,47.605476846372696,13,6,53.0175532476329,96.91122762696406,0.5735866995100753,1
2036,1,2,542,,9.141088929549452,20,4,97.44049447522528,19.011112797749185,0.49406061068563417,0
2037,2,2,645,,48.708849314764215,16,9,56.09999478258438,57.976310881134616,0.7273009801726887,0
2038,2,1,644,663.0,84.72874295425055,2,8,92.29347186598608,69.35072730841915,0.5819303198492415,1
2039,2,2,145,,24.0012190464778,15,10,53.0980471497163,29.847384438378377,0.6607661568129632,0
2040,1,1,47,,40.10901303246835,16,5,59.27176671319339,41.95893783373082,0.565009624892717,0
2041,5,2,634,,37.77027428732998,5,9,94.57091716263132,12.335015844952355,0.5071336668903976,0
2042,3,1,42,112.0,50.12572846950251,20,6,83.97286008936459,40.17378620574258,0.6987395562824417,1
2043,4,1,481,,36.55188435379212,9,7,51.65371065785695,59.17608615621865,0.5030311561900306,0
2044,5,1,570,,30.198182444582567,13,0,59.68461579660723,88.519175515735,0.3149708367465503,0
2045,4,2,447,,16.24343884463908,10,0,79.1448934216441,13.258170690357485,0.21797945059083543,0
2046,1,1,267,331.0,99.55287746258875,12,6,90.86201212554865,25.358249067715764,0.7318494032280296,1
2047,3,1,21,38.0,20.88427038906052,20,6,77.13416299423606,50.70034216336309,0.6002709639431506,1
2048,5,2,360,393.0,94.3865413273196,19,6,92.57882215130871,52.74662850537772,0.8311182061211467,1
2049,1,1,175,,74.1275433026207,5,7,62.192953114705205,32.30676663478464,0.5628982615342454,0
2050,3,1,465,520.0,70.64930567797151,16,9,83.17720380772573,6.031616265544482,0.8011839530197804,1
2051,5,1,514,599.0,75.9894360215872,2,5,74.76789211008527,66.08319827253236,0.45250230678137565,1
2052,3,2,524,,19.985572371073427,12,6,84.50558862792576,29.12934727081582,0.4639119937103851,0
2053,1,2,82,154.0,43.90470396337914,16,8,74.05123978388724,43.60334125974828,0.6777903521987229,1
2054,1,2,480,546.0,78.947535992561,20,8,94.14540659122652,97.64444789914316,0.8624610043335329,1
2055,3,2,128,,49.437950363863216,8,8,57.1346487719527,1.830909631970168,0.5630905109720798,0
2056,2,1,600,,29.3998206232966,15,5,54.732575520101896,55.23144778429035,0.5122805750868497,0
2057,1,2,349,,54.845943650601605,8,8,55.490055599519856,35.15802133679015,0.5813015551977314,0
2058,3,1,620,672.0,21.257921783342965,20,6,84.52948375601738,1.2436366626882522,0.6015292092303518,1
2059,3,2,553,612.0,69.87208865831856,3,9,83.55924501002336,62.2334335981641,0.5819011449976089,1
2060,3,2,50,,18.89681952923196,2,7,54.20073763412885,58.463691775048034,0.32691286030846506,0
2061,4,1,200,,99.48061511813518,0,2,98.76803240391384,72.75238239301679,0.39827506475106333,0
2062,1,2,206,287.0,48.1854251747435,11,10,68.61026260619072,72.58356550834964,0.6755384688335572,1
2063,3,1,407,,6.542048201306952,13,0,75.71881153161763,65.94986704036681,0.23531043702514756,0
2064,3,2,282,291.0,16.636690869755043,14,5,60.72019583153129,47.72976318640071,0.4526350330015338,1
2065,2,2,600,,22.92860403453142,9,6,62.49171510079065,29.618637278553106,0.42382269975799064,0
2066,5,2,626,,36.32282930983852,3,4,67.06988875196626,28.466191288622856,0.30226132912248854,0
2067,1,2,232,267.0,84.93123676592457,9,8,53.78628771318781,81.8365801537962,0.6992782871236353,1
2068,2,2,147,196.0,78.8320842506231,13,7,70.91920631722269,85.21428585391418,0.7120731452194834,1
2069,1,1,359,,45.78002428579531,19,8,63.02429643509021,29.13381717133729,0.7341051139830923,0
2070,4,2,189,,35.830862811594336,19,3,98.91252170183252,31.807705190126622,0.533936999223453,0
2071,1,2,626,,64.82727776079994,1,3,74.00707891363771,2.640207490361146,0.3315819257195023,0
2072,2,2,12,,65.80749815803082,11,0,69.48883325227527,95.38439105578956,0.40154958359658743,0
2073,3,1,147,,86.93139940027494,12,8,80.46775598327942,64.82116909890478,0.7560134467789564,0
2074,4,2,180,262.0,51.0281967767372,0,6,76.08067391761148,51.80751517114503,0.3684468893590875,1
2075,5,2,304,341.0,80.20538638718577,5,7,73.62633165469065,61.326617962424734,0.5833649787324724,1
2076,4,2,620,,83.11521733640478,8,10,56.35117863485685,44.53201583399113,0.743162383678325,0
2077,1,1,598,669.0,85.4580275265466,10,9,73.78068556258414,94.10528365114187,0.7510518019970016,1
2078,5,2,336,,96.18034020681075,4,3,98.42774545425983,28.930921395353398,0.4871609500541856,0
2079,2,2,105,,29.59218702545487,3,8,94.64083193045444,6.098556161713575,0.4129283556772701,0
2080,5,2,522,,83.02531901677789,5,10,58.874693920479785,88.48540505632171,0.6928599072889798,0
2081,2,1,504,,1.814090007500261,16,4,56.52525382970545,85.96291964797803,0.4027211140651055,0
2082,3,2,47,92.0,30.821349058165666,20,9,93.35191704900112,72.33541294033398,0.7337323906837122,1
2083,5,2,695,792.0,36.74886442202022,18,5,90.215286027235,77.11815357190372,0.5870277229746682,1
2084,1,1,411,,75.28850378197946,0,0,77.9205788232107,9.657194211786535,0.2501437991467158,0
2085,2,2,560,601.0,40.65894203642196,2,8,80.60625710935486,74.31134063733414,0.4335283062043123,1
2086,3,1,7,15.0,52.60550762858251,11,1,96.45796460382448,65.26578889131947,0.39042579146817297,1
2087,1,1,192,204.0,94.11319280919182,1,7,70.17089882711474,71.42272457515233,0.5635322238440362,1
2088,5,1,596,,62.831304955822056,17,1,60.4407448829644,70.32596951132818,0.5248599583600657,0
2089,1,2,510,,48.103585381738846,5,3,67.29970458438484,73.9729024339501,0.3419323789519672,0
2090,2,1,164,,86.61423197798965,16,2,92.98681929648356,44.274138905430696,0.6216137406848959,0
2091,2,1,422,437.0,50.761340692578,13,10,73.98464731176873,67.83249625348517,0.7175458532616191,1
2092,5,2,140,,70.50762164956961,17,2,64.8667605921049,66.6852926794016,0.5840424251411686,0
2093,5,1,51,138.0,87.83833513674823,15,5,62.99081790822598,91.15759289648476,0.7090682402815475,1
2094,5,2,608,,93.92029695955236,3,9,88.2161438571586,47.994425495381535,0.6628818270549228,0
2095,4,2,590,642.0,3.900076795531695,12,9,53.61964471115687,55.572479859925984,0.5097441973162452,1
2096,1,2,272,,61.60445585159142,5,4,50.26206684046353,84.63846798907831,0.4207286286627649,0
2097,1,1,47,89.0,59.81635918926709,14,6,97.72195682799028,90.35167821326266,0.6313725865467322,1
2098,4,2,715,,89.03926074535207,0,2,78.67581638884226,78.43383560772322,0.36311452438487263,0
2099,3,2,529,580.0,44.09384181803786,2,0,94.27588599320111,32.77526053945508,0.17843109417405154,1
2100,4,2,110,,70.77364505132496,0,3,61.33383576196677,13.386572166983102,0.33493932391976583,0
2101,4,1,501,,34.3557606214398,2,4,78.31427345625072,20.501277887948856,0.27897077771407996,0
2102,5,1,432,,41.37814253350042,3,3,91.70276887046836,84.52965249643374,0.2859517475683582,0
2103,5,2,460,516.0,26.47685683076369,4,9,82.37960346119334,65.68746199734854,0.45243727955067553,1
2104,5,1,438,,99.83238610781684,12,3,56.824239995237,99.83580130291348,0.6327916292939169,0
2105,3,1,115,,74.68381299012225,7,6,87.19310223590055,84.07205305924315,0.5647716279868292,0
2106,4,1,490,,95.92129447162591,10,4,56.56712629175199,39.61513757431375,0.6196211314217014,0
2107,5,1,13,,47.49518728386653,18,2,65.26454149157819,39.62124893540009,0.5232162236740568,0
2108,3,2,211,268.0,25.718425369593177,9,0,99.3329361510362,61.1415804213893,0.23321923057793525,1
2109,4,2,387,411.0,20.22204566403645,5,4,74.28491940024352,0.9484770094073224,0.28137621786416894,1
2110,4,2,158,,65.72615142402806,11,0,86.6128756372534,25.695808716760293,0.401275654082997,0
2111,2,2,491,,14.34379270682637,17,0,82.6006372965515,55.24220133524926,0.3282486066391709,0
2112,2,2,541,620.0,20.587610318088775,15,6,98.0368671347722,49.23410616827822,0.5159390649558205,1
2113,5,2,36,,76.41252794048208,1,7,88.44981187906072,37.670516964212986,0.5039264562965842,0
2114,4,1,38,88.0,36.99753346981632,16,9,97.21817889842607,96.49764996488268,0.6878639321800591,1
2115,1,2,245,265.0,70.19383843357647,3,9,95.55353943248495,87.9689713035486,0.5829846151641093,1
2116,3,2,422,,13.810897059258222,3,0,60.68838724349071,75.47725383068065,0.09312195064485192,0
2117,1,1,451,,72.85012866987428,20,10,64.07435885904779,4.575304459023222,0.9085944059200878,0
2118,3,2,462,,15.186303151662509,0,7,79.46251320309483,61.24399954059248,0.28108478577604146,0
2119,3,1,564,616.0,89.5166522413968,17,1,52.97477472891003,25.56894437565972,0.614721023976803,1
2120,1,2,673,728.0,59.65209863825101,20,1,88.38668256853629,85.61892028450896,0.5641539504614802,1
2121,4,2,529,,35.67696469626343,10,0,62.232032044150266,31.03213449207043,0.28342050792574885,0
2122,1,2,644,,21.68000037876947,13,4,60.990687438726496,38.40856597206253,0.41961844643286966,0
2123,4,2,551,615.0,88.50627968105074,20,7,98.8618862167218,1.5072512900597743,0.8613164141197651,1
2124,5,2,729,793.0,78.24246474517157,6,0,70.84529289695375,84.76851946538329,0.3600905588607721,1
2125,1,1,172,,57.3816750650977,18,0,87.48903717580144,50.87457298166835,0.4898422890739562,0
2126,2,2,124,166.0,80.06268857642165,11,6,60.184088250868726,29.74862511031465,0.6495509537004595,1
2127,1,1,76,138.0,61.03456789763624,12,2,98.35361216149906,85.3373949469629,0.4688096536313489,1
2128,1,2,685,725.0,35.599033048502,10,10,86.78305432451202,79.64297497507428,0.6164880785127581,1
2129,5,1,28,,55.49875447712586,5,3,60.50572627454871,61.31770705436891,0.36683510059226854,0
2130,3,1,45,85.0,23.263791242327645,14,0,88.80334802327519,79.08835163285485,0.3082863362000916,1
2131,3,1,428,,21.25476781488581,11,6,55.19763461437723,28.49884186189452,0.45151933845545544,0
2132,5,1,626,711.0,90.6884528247002,1,4,80.85402277939855,63.63677552717731,0.45200064825339087,1
2133,5,2,405,,28.85252001851804,17,2,62.82027054738009,21.30971944435796,0.44377174472310915,0
2134,4,1,28,,79.06959474573863,4,0,69.54519017527332,93.53035501338375,0.32954269539577935,0
2135,4,1,104,,31.66676610014744,11,2,59.70306340500824,54.07836507796232,0.35324902420924076,0
2136,3,2,427,515.0,68.46993900879144,12,4,68.86660719550491,73.03545627051575,0.5605137527923588,1
2137,3,2,103,176.0,40.875767870603,8,5,72.87568681690468,0.8115652433690501,0.43425895223179684,1
2138,2,2,657,667.0,93.67855167325447,7,4,73.76547900255726,51.62399987841801,0.5620690998027839,1
2139,1,1,145,,69.83657601281408,2,4,98.70774845162782,4.866865876179983,0.39844997526393305,0
2140,5,1,434,467.0,71.00494078049371,12,9,67.23785698031845,77.8370866281161,0.7357151963526559,1
2141,3,2,41,65.0,61.16851410559902,8,7,70.39154421666929,26.14450314852942,0.5692593749256479,1
2142,1,2,376,,17.22810594264754,18,2,65.82351747624135,92.89582879775716,0.42129391577512026,0
2143,3,2,675,,16.76902069759639,6,2,94.74711150608198,56.22813074660932,0.21974897788564238,0
2144,4,2,207,,19.3670715505142,18,3,80.98243050658824,61.99764136702503,0.4618297348680274,0
2145,4,2,484,552.0,44.68173724007996,14,2,83.50237728826932,90.3471313169721,0.44707579145293197,1
