ResourceSK,id_site,code_module,code_presentation,activity_type,week_from,week_to,resource_full_id,activity_category
1445,913648,BBB,2014J,resource,,,BBB_2014J_913648,Content
1446,913689,BBB,2014J,subpage,,,BBB_2014J_913689,Content
1447,913482,BBB,2014J,oucontent,9.0,9.0,BBB_2014J_913482,Other
1448,937836,BBB,2014J,resource,,,BBB_2014J_937836,Content
1449,913516,BBB,2014J,oucontent,,,BBB_2014J_913516,Other
1450,913611,BBB,2014J,resource,,,BBB_2014J_913611,Content
1451,913645,BBB,2014J,resource,,,BBB_2014J_913645,Content
1452,913685,BBB,2014J,resource,,,BBB_2014J_913685,Content
1453,913478,BBB,2014J,oucontent,2.0,2.0,BBB_2014J_913478,Other
1454,937833,BBB,2014J,resource,,,BBB_2014J_937833,Content
1455,913513,BBB,2014J,oucontent,,,BBB_2014J_913513,Other
1456,913608,BBB,2014J,resource,,,BBB_2014J_913608,Content
1457,913642,BBB,2014J,resource,,,BBB_2014J_913642,Content
1458,913682,BBB,2014J,resource,,,BBB_2014J_913682,Content
1459,913475,BBB,2014J,oucontent,2.0,2.0,BBB_2014J_913475,Other
1460,937830,BBB,2014J,oucontent,,,BBB_2014J_937830,Other
1461,913510,BBB,2014J,oucontent,,,BBB_2014J_913510,Other
1462,989842,BBB,2014J,questionnaire,,,BBB_2014J_989842,Assessment
1463,913605,BBB,2014J,resource,,,BBB_2014J_913605,Content
1464,913639,BBB,2014J,resource,,,BBB_2014J_913639,Content
1465,913679,BBB,2014J,resource,,,BBB_2014J_913679,Content
1466,913468,BBB,2014J,forumng,,,BBB_2014J_913468,Discussion
1467,926338,BBB,2014J,resource,,,BBB_2014J_926338,Content
1468,913507,BBB,2014J,oucontent,,,BBB_2014J_913507,Other
1469,989327,BBB,2014J,questionnaire,,,BBB_2014J_989327,Assessment
1470,913602,BBB,2014J,resource,,,BBB_2014J_913602,Content
1471,913634,BBB,2014J,resource,,,BBB_2014J_913634,Content
1472,913676,BBB,2014J,resource,9.0,9.0,BBB_2014J_913676,Content
1473,913464,BBB,2014J,glossary,,,BBB_2014J_913464,Other
1474,926335,BBB,2014J,resource,,,BBB_2014J_926335,Content
1475,913504,BBB,2014J,oucontent,5.0,5.0,BBB_2014J_913504,Other
1476,957625,BBB,2014J,resource,,,BBB_2014J_957625,Content
1477,913631,BBB,2014J,resource,,,BBB_2014J_913631,Content
1478,913673,BBB,2014J,resource,,,BBB_2014J_913673,Content
1479,926332,BBB,2014J,oucontent,,,BBB_2014J_926332,Other
1480,913501,BBB,2014J,oucontent,,,BBB_2014J_913501,Other
1481,951623,BBB,2014J,resource,,,BBB_2014J_951623,Content
1482,913535,BBB,2014J,oucontent,1.0,1.0,BBB_2014J_913535,Other
1483,913628,BBB,2014J,resource,,,BBB_2014J_913628,Content
1484,913669,BBB,2014J,resource,2.0,2.0,BBB_2014J_913669,Content
1485,926329,BBB,2014J,oucontent,,,BBB_2014J_926329,Other
1486,913497,BBB,2014J,oucontent,,,BBB_2014J_913497,Other
1487,949687,BBB,2014J,url,,,BBB_2014J_949687,Content
1488,951620,BBB,2014J,resource,,,BBB_2014J_951620,Content
1489,913532,BBB,2014J,oucontent,9.0,9.0,BBB_2014J_913532,Other
1490,913625,BBB,2014J,resource,,,BBB_2014J_913625,Content
1491,913666,BBB,2014J,resource,6.0,6.0,BBB_2014J_913666,Content
1492,926325,BBB,2014J,forumng,,,BBB_2014J_926325,Discussion
1493,913494,BBB,2014J,oucontent,,,BBB_2014J_913494,Other
1494,946588,BBB,2014J,resource,,,BBB_2014J_946588,Content
1495,949690,BBB,2014J,url,,,BBB_2014J_949690,Content
1496,913527,BBB,2014J,oucontent,,,BBB_2014J_913527,Other
1497,913622,BBB,2014J,resource,,,BBB_2014J_913622,Content
1498,913663,BBB,2014J,resource,,,BBB_2014J_913663,Content
1499,913734,BBB,2014J,oucollaborate,,,BBB_2014J_913734,Other
1500,913490,BBB,2014J,oucontent,,,BBB_2014J_913490,Other
1501,937844,BBB,2014J,resource,,,BBB_2014J_937844,Content
1502,913524,BBB,2014J,oucontent,5.0,5.0,BBB_2014J_913524,Other
1503,913619,BBB,2014J,resource,,,BBB_2014J_913619,Content
1504,913657,BBB,2014J,resource,2.0,2.0,BBB_2014J_913657,Content
1505,913694,BBB,2014J,subpage,,,BBB_2014J_913694,Content
1506,913487,BBB,2014J,oucontent,,,BBB_2014J_913487,Other
1507,937841,BBB,2014J,resource,,,BBB_2014J_937841,Content
1508,913521,BBB,2014J,oucontent,5.0,5.0,BBB_2014J_913521,Other
1509,913616,BBB,2014J,resource,4.0,4.0,BBB_2014J_913616,Content
1510,913650,BBB,2014J,resource,,,BBB_2014J_913650,Content
1511,913691,BBB,2014J,subpage,,,BBB_2014J_913691,Content
1512,913484,BBB,2014J,oucontent,,,BBB_2014J_913484,Other
1513,937838,BBB,2014J,resource,,,BBB_2014J_937838,Content
1514,913518,BBB,2014J,oucontent,,,BBB_2014J_913518,Other
1515,913613,BBB,2014J,resource,,,BBB_2014J_913613,Content
1516,913647,BBB,2014J,resource,,,BBB_2014J_913647,Content
1517,913688,BBB,2014J,subpage,,,BBB_2014J_913688,Content
1518,913481,BBB,2014J,oucontent,6.0,6.0,BBB_2014J_913481,Other
1519,937835,BBB,2014J,resource,,,BBB_2014J_937835,Content
1520,913515,BBB,2014J,oucontent,,,BBB_2014J_913515,Other
1521,913610,BBB,2014J,resource,,,BBB_2014J_913610,Content
1522,913644,BBB,2014J,resource,,,BBB_2014J_913644,Content
1523,913684,BBB,2014J,resource,,,BBB_2014J_913684,Content
1524,913477,BBB,2014J,oucontent,2.0,2.0,BBB_2014J_913477,Other
1525,937832,BBB,2014J,resource,,,BBB_2014J_937832,Content
1526,913512,BBB,2014J,oucontent,,,BBB_2014J_913512,Other
1527,1010038,BBB,2014J,quiz,,,BBB_2014J_1010038,Assessment
1528,913607,BBB,2014J,resource,,,BBB_2014J_913607,Content
1529,913641,BBB,2014J,resource,,,BBB_2014J_913641,Content
1530,913681,BBB,2014J,resource,9.0,9.0,BBB_2014J_913681,Content
1531,913474,BBB,2014J,oucontent,2.0,2.0,BBB_2014J_913474,Other
1532,937829,BBB,2014J,oucontent,,,BBB_2014J_937829,Other
1533,913509,BBB,2014J,oucontent,,,BBB_2014J_913509,Other
1534,989841,BBB,2014J,questionnaire,,,BBB_2014J_989841,Assessment
1535,913604,BBB,2014J,resource,,,BBB_2014J_913604,Content
1536,913638,BBB,2014J,resource,,,BBB_2014J_913638,Content
1537,913678,BBB,2014J,resource,,,BBB_2014J_913678,Content
1538,913466,BBB,2014J,forumng,,,BBB_2014J_913466,Discussion
1539,926337,BBB,2014J,resource,,,BBB_2014J_926337,Content
1540,913506,BBB,2014J,oucontent,,,BBB_2014J_913506,Other
1541,987931,BBB,2014J,quiz,,,BBB_2014J_987931,Assessment
1542,913601,BBB,2014J,resource,,,BBB_2014J_913601,Content
1543,913633,BBB,2014J,resource,,,BBB_2014J_913633,Content
1544,913675,BBB,2014J,resource,,,BBB_2014J_913675,Content
1545,926334,BBB,2014J,resource,,,BBB_2014J_926334,Content
1546,913503,BBB,2014J,oucontent,,,BBB_2014J_913503,Other
1547,957624,BBB,2014J,questionnaire,,,BBB_2014J_957624,Assessment
1548,913630,BBB,2014J,resource,,,BBB_2014J_913630,Content
1549,913671,BBB,2014J,resource,,,BBB_2014J_913671,Content
1550,926331,BBB,2014J,oucontent,,,BBB_2014J_926331,Other
1551,913500,BBB,2014J,oucontent,,,BBB_2014J_913500,Other
1552,951622,BBB,2014J,resource,,,BBB_2014J_951622,Content
1553,913534,BBB,2014J,oucontent,2.0,2.0,BBB_2014J_913534,Other
1554,913627,BBB,2014J,resource,,,BBB_2014J_913627,Content
1555,913668,BBB,2014J,resource,,,BBB_2014J_913668,Content
1556,926328,BBB,2014J,oucontent,,,BBB_2014J_926328,Other
1557,913496,BBB,2014J,oucontent,,,BBB_2014J_913496,Other
1558,949686,BBB,2014J,subpage,,,BBB_2014J_949686,Content
1559,951619,BBB,2014J,resource,,,BBB_2014J_951619,Content
1560,913530,BBB,2014J,oucontent,,,BBB_2014J_913530,Other
1561,913624,BBB,2014J,resource,,,BBB_2014J_913624,Content
1562,913665,BBB,2014J,resource,,,BBB_2014J_913665,Content
1563,913740,BBB,2014J,url,3.0,3.0,BBB_2014J_913740,Content
1564,913493,BBB,2014J,oucontent,,,BBB_2014J_913493,Other
1565,946094,BBB,2014J,oucontent,,,BBB_2014J_946094,Other
1566,949689,BBB,2014J,url,,,BBB_2014J_949689,Content
1567,913526,BBB,2014J,oucontent,,,BBB_2014J_913526,Other
1568,730032,CCC,2014B,subpage,,,CCC_2014B_730032,Content
1569,730068,CCC,2014B,resource,,,CCC_2014B_730068,Content
1570,729677,CCC,2014B,forumng,,,CCC_2014B_729677,Discussion
1571,730100,CCC,2014B,resource,,,CCC_2014B_730100,Content
1572,729804,CCC,2014B,oucontent,,,CCC_2014B_729804,Other
1573,923834,CCC,2014B,forumng,,,CCC_2014B_923834,Discussion
1574,729838,CCC,2014B,oucontent,,,CCC_2014B_729838,Other
1575,730029,CCC,2014B,subpage,,,CCC_2014B_730029,Content
1576,730065,CCC,2014B,resource,,,CCC_2014B_730065,Content
1577,729673,CCC,2014B,forumng,,,CCC_2014B_729673,Discussion
1578,730097,CCC,2014B,resource,,,CCC_2014B_730097,Content
1579,729801,CCC,2014B,oucontent,,,CCC_2014B_729801,Other
1580,730133,CCC,2014B,url,,,CCC_2014B_730133,Content
1581,729835,CCC,2014B,oucontent,,,CCC_2014B_729835,Other
1582,730025,CCC,2014B,subpage,,,CCC_2014B_730025,Content
1583,730062,CCC,2014B,resource,,,CCC_2014B_730062,Content
1584,730094,CCC,2014B,resource,,,CCC_2014B_730094,Content
1585,729798,CCC,2014B,oucontent,,,CCC_2014B_729798,Other
1586,730127,CCC,2014B,url,,,CCC_2014B_730127,Content
1587,729831,CCC,2014B,oucontent,,,CCC_2014B_729831,Other
1588,730022,CCC,2014B,subpage,,,CCC_2014B_730022,Content
1589,730059,CCC,2014B,resource,,,CCC_2014B_730059,Content
1590,730091,CCC,2014B,resource,,,CCC_2014B_730091,Content
1591,729795,CCC,2014B,page,,,CCC_2014B_729795,Content
1592,730124,CCC,2014B,url,,,CCC_2014B_730124,Content
1593,729828,CCC,2014B,oucontent,,,CCC_2014B_729828,Other
1594,730019,CCC,2014B,subpage,,,CCC_2014B_730019,Content
1595,730053,CCC,2014B,resource,,,CCC_2014B_730053,Content
1596,730088,CCC,2014B,resource,,,CCC_2014B_730088,Content
1597,729792,CCC,2014B,quiz,,,CCC_2014B_729792,Assessment
1598,730121,CCC,2014B,url,,,CCC_2014B_730121,Content
1599,729825,CCC,2014B,oucontent,,,CCC_2014B_729825,Other
1600,730016,CCC,2014B,subpage,,,CCC_2014B_730016,Content
1601,730050,CCC,2014B,resource,,,CCC_2014B_730050,Content
1602,730085,CCC,2014B,resource,,,CCC_2014B_730085,Content
1603,729789,CCC,2014B,quiz,,,CCC_2014B_729789,Assessment
1604,730117,CCC,2014B,resource,,,CCC_2014B_730117,Content
1605,729822,CCC,2014B,oucontent,,,CCC_2014B_729822,Other
1606,730013,CCC,2014B,subpage,,,CCC_2014B_730013,Content
1607,730047,CCC,2014B,resource,,,CCC_2014B_730047,Content
1608,730082,CCC,2014B,resource,,,CCC_2014B_730082,Content
1609,729786,CCC,2014B,quiz,,,CCC_2014B_729786,Assessment
1610,730114,CCC,2014B,resource,,,CCC_2014B_730114,Content
1611,729819,CCC,2014B,oucontent,1.0,2.0,CCC_2014B_729819,Other
1612,730010,CCC,2014B,subpage,,,CCC_2014B_730010,Content
1613,730044,CCC,2014B,resource,,,CCC_2014B_730044,Content
1614,730079,CCC,2014B,resource,,,CCC_2014B_730079,Content
1615,729783,CCC,2014B,quiz,,,CCC_2014B_729783,Assessment
1616,730111,CCC,2014B,resource,,,CCC_2014B_730111,Content
1617,729816,CCC,2014B,oucontent,,,CCC_2014B_729816,Other
1618,730006,CCC,2014B,subpage,,,CCC_2014B_730006,Content
1619,730041,CCC,2014B,resource,,,CCC_2014B_730041,Content
1620,730076,CCC,2014B,resource,,,CCC_2014B_730076,Content
1621,729780,CCC,2014B,quiz,,,CCC_2014B_729780,Assessment
1622,730108,CCC,2014B,resource,,,CCC_2014B_730108,Content
1623,729812,CCC,2014B,oucontent,,,CCC_2014B_729812,Other
1624,729843,CCC,2014B,oucontent,,,CCC_2014B_729843,Other
1625,730038,CCC,2014B,resource,,,CCC_2014B_730038,Content
1626,730073,CCC,2014B,resource,,,CCC_2014B_730073,Content
1627,729779,CCC,2014B,quiz,,,CCC_2014B_729779,Assessment
1628,730105,CCC,2014B,resource,,,CCC_2014B_730105,Content
1629,729809,CCC,2014B,oucontent,,,CCC_2014B_729809,Other
1630,729840,CCC,2014B,oucontent,,,CCC_2014B_729840,Other
1631,730034,CCC,2014B,subpage,,,CCC_2014B_730034,Content
1632,730070,CCC,2014B,resource,,,CCC_2014B_730070,Content
1633,729680,CCC,2014B,forumng,,,CCC_2014B_729680,Discussion
1634,730102,CCC,2014B,resource,,,CCC_2014B_730102,Content
1635,729806,CCC,2014B,oucontent,,,CCC_2014B_729806,Other
1636,730031,CCC,2014B,subpage,,,CCC_2014B_730031,Content
1637,730067,CCC,2014B,resource,,,CCC_2014B_730067,Content
1638,729676,CCC,2014B,forumng,,,CCC_2014B_729676,Discussion
1639,730099,CCC,2014B,resource,,,CCC_2014B_730099,Content
1640,729803,CCC,2014B,oucontent,,,CCC_2014B_729803,Other
1641,730135,CCC,2014B,url,,,CCC_2014B_730135,Content
1642,729837,CCC,2014B,oucontent,,,CCC_2014B_729837,Other
1643,730028,CCC,2014B,subpage,,,CCC_2014B_730028,Content
1644,730064,CCC,2014B,resource,,,CCC_2014B_730064,Content
1645,729671,CCC,2014B,homepage,,,CCC_2014B_729671,Content
1646,730096,CCC,2014B,resource,,,CCC_2014B_730096,Content
1647,729800,CCC,2014B,oucontent,,,CCC_2014B_729800,Other
1648,730132,CCC,2014B,url,,,CCC_2014B_730132,Content
1649,729834,CCC,2014B,oucontent,,,CCC_2014B_729834,Other
1650,730024,CCC,2014B,subpage,,,CCC_2014B_730024,Content
1651,730061,CCC,2014B,resource,,,CCC_2014B_730061,Content
1652,730093,CCC,2014B,resource,,,CCC_2014B_730093,Content
1653,729797,CCC,2014B,oucontent,1.0,2.0,CCC_2014B_729797,Other
1654,730126,CCC,2014B,url,,,CCC_2014B_730126,Content
1655,729830,CCC,2014B,oucontent,,,CCC_2014B_729830,Other
1656,730021,CCC,2014B,subpage,,,CCC_2014B_730021,Content
1657,730057,CCC,2014B,resource,,,CCC_2014B_730057,Content
1658,730090,CCC,2014B,resource,,,CCC_2014B_730090,Content
1659,729794,CCC,2014B,quiz,,,CCC_2014B_729794,Assessment
1660,730123,CCC,2014B,url,,,CCC_2014B_730123,Content
1661,729827,CCC,2014B,oucontent,,,CCC_2014B_729827,Other
1662,730018,CCC,2014B,subpage,,,CCC_2014B_730018,Content
1663,730052,CCC,2014B,resource,,,CCC_2014B_730052,Content
1664,730087,CCC,2014B,resource,,,CCC_2014B_730087,Content
1665,729791,CCC,2014B,quiz,,,CCC_2014B_729791,Assessment
1666,730120,CCC,2014B,url,,,CCC_2014B_730120,Content
1667,729824,CCC,2014B,oucontent,,,CCC_2014B_729824,Other
1668,730015,CCC,2014B,subpage,,,CCC_2014B_730015,Content
1669,730049,CCC,2014B,resource,,,CCC_2014B_730049,Content
1670,730084,CCC,2014B,resource,,,CCC_2014B_730084,Content
1671,729788,CCC,2014B,quiz,,,CCC_2014B_729788,Assessment
1672,730116,CCC,2014B,resource,,,CCC_2014B_730116,Content
1673,729821,CCC,2014B,oucontent,,,CCC_2014B_729821,Other
1674,730012,CCC,2014B,subpage,,,CCC_2014B_730012,Content
1675,730046,CCC,2014B,resource,,,CCC_2014B_730046,Content
1676,730081,CCC,2014B,resource,,,CCC_2014B_730081,Content
1677,729785,CCC,2014B,quiz,,,CCC_2014B_729785,Assessment
1678,730113,CCC,2014B,resource,,,CCC_2014B_730113,Content
1679,729818,CCC,2014B,oucontent,,,CCC_2014B_729818,Other
1680,730008,CCC,2014B,subpage,,,CCC_2014B_730008,Content
1681,730043,CCC,2014B,resource,,,CCC_2014B_730043,Content
1682,730078,CCC,2014B,resource,,,CCC_2014B_730078,Content
1683,729782,CCC,2014B,quiz,,,CCC_2014B_729782,Assessment
1684,730110,CCC,2014B,resource,,,CCC_2014B_730110,Content
1685,729815,CCC,2014B,oucontent,,,CCC_2014B_729815,Other
1686,729845,CCC,2014B,oucontent,,,CCC_2014B_729845,Other
1687,730040,CCC,2014B,resource,,,CCC_2014B_730040,Content
1688,730075,CCC,2014B,resource,,,CCC_2014B_730075,Content
1689,730107,CCC,2014B,resource,,,CCC_2014B_730107,Content
1690,729811,CCC,2014B,oucontent,,,CCC_2014B_729811,Other
1691,729842,CCC,2014B,oucontent,,,CCC_2014B_729842,Other
1692,730037,CCC,2014B,resource,,,CCC_2014B_730037,Content
1693,730072,CCC,2014B,resource,,,CCC_2014B_730072,Content
1694,729683,CCC,2014B,forumng,,,CCC_2014B_729683,Discussion
1695,730104,CCC,2014B,resource,,,CCC_2014B_730104,Content
1696,729808,CCC,2014B,oucontent,,,CCC_2014B_729808,Other
1697,730033,CCC,2014B,subpage,,,CCC_2014B_730033,Content
1698,730069,CCC,2014B,resource,,,CCC_2014B_730069,Content
1699,729678,CCC,2014B,forumng,,,CCC_2014B_729678,Discussion
1700,730101,CCC,2014B,resource,,,CCC_2014B_730101,Content
1701,729805,CCC,2014B,oucontent,,,CCC_2014B_729805,Other
1702,923835,CCC,2014B,oucollaborate,,,CCC_2014B_923835,Other
1703,729839,CCC,2014B,oucontent,,,CCC_2014B_729839,Other
1704,730030,CCC,2014B,subpage,,,CCC_2014B_730030,Content
1705,730066,CCC,2014B,resource,,,CCC_2014B_730066,Content
1706,729674,CCC,2014B,forumng,,,CCC_2014B_729674,Discussion
1707,730098,CCC,2014B,resource,,,CCC_2014B_730098,Content
1708,729802,CCC,2014B,oucontent,,,CCC_2014B_729802,Other
1709,730134,CCC,2014B,url,,,CCC_2014B_730134,Content
1710,729836,CCC,2014B,oucontent,,,CCC_2014B_729836,Other
1711,730027,CCC,2014B,subpage,,,CCC_2014B_730027,Content
1712,730063,CCC,2014B,resource,,,CCC_2014B_730063,Content
1713,730095,CCC,2014B,resource,,,CCC_2014B_730095,Content
1714,729799,CCC,2014B,oucontent,,,CCC_2014B_729799,Other
1715,730130,CCC,2014B,url,,,CCC_2014B_730130,Content
1716,729833,CCC,2014B,oucontent,,,CCC_2014B_729833,Other
1717,730023,CCC,2014B,subpage,,,CCC_2014B_730023,Content
1718,730060,CCC,2014B,resource,,,CCC_2014B_730060,Content
1719,730092,CCC,2014B,resource,,,CCC_2014B_730092,Content
1720,729796,CCC,2014B,page,,,CCC_2014B_729796,Content
1721,730125,CCC,2014B,url,,,CCC_2014B_730125,Content
1722,729829,CCC,2014B,oucontent,,,CCC_2014B_729829,Other
1723,730020,CCC,2014B,subpage,,,CCC_2014B_730020,Content
1724,730054,CCC,2014B,resource,,,CCC_2014B_730054,Content
1725,730089,CCC,2014B,resource,,,CCC_2014B_730089,Content
1726,729793,CCC,2014B,quiz,,,CCC_2014B_729793,Assessment
1727,730122,CCC,2014B,url,,,CCC_2014B_730122,Content
1728,729826,CCC,2014B,oucontent,,,CCC_2014B_729826,Other
1729,730017,CCC,2014B,subpage,,,CCC_2014B_730017,Content
1730,730051,CCC,2014B,resource,,,CCC_2014B_730051,Content
1731,730086,CCC,2014B,resource,,,CCC_2014B_730086,Content
1732,729790,CCC,2014B,quiz,,,CCC_2014B_729790,Assessment
1733,730118,CCC,2014B,oucollaborate,,,CCC_2014B_730118,Other
1734,729823,CCC,2014B,oucontent,,,CCC_2014B_729823,Other
1735,730014,CCC,2014B,subpage,,,CCC_2014B_730014,Content
1736,730048,CCC,2014B,resource,,,CCC_2014B_730048,Content
1737,730083,CCC,2014B,resource,,,CCC_2014B_730083,Content
1738,729787,CCC,2014B,quiz,,,CCC_2014B_729787,Assessment
1739,730115,CCC,2014B,resource,,,CCC_2014B_730115,Content
1740,729820,CCC,2014B,oucontent,,,CCC_2014B_729820,Other
1741,730011,CCC,2014B,subpage,,,CCC_2014B_730011,Content
1742,730045,CCC,2014B,resource,,,CCC_2014B_730045,Content
1743,730080,CCC,2014B,resource,,,CCC_2014B_730080,Content
1744,729784,CCC,2014B,quiz,,,CCC_2014B_729784,Assessment
1745,730112,CCC,2014B,resource,,,CCC_2014B_730112,Content
1746,729817,CCC,2014B,oucontent,,,CCC_2014B_729817,Other
1747,730007,CCC,2014B,subpage,,,CCC_2014B_730007,Content
1748,730042,CCC,2014B,resource,,,CCC_2014B_730042,Content
1749,730077,CCC,2014B,resource,,,CCC_2014B_730077,Content
1750,729781,CCC,2014B,quiz,,,CCC_2014B_729781,Assessment
1751,730109,CCC,2014B,resource,,,CCC_2014B_730109,Content
1752,729813,CCC,2014B,oucontent,5.0,7.0,CCC_2014B_729813,Other
1753,729844,CCC,2014B,oucontent,3.0,4.0,CCC_2014B_729844,Other
1754,730039,CCC,2014B,resource,,,CCC_2014B_730039,Content
1755,730074,CCC,2014B,resource,,,CCC_2014B_730074,Content
1756,730106,CCC,2014B,resource,,,CCC_2014B_730106,Content
1757,729810,CCC,2014B,oucontent,8.0,9.0,CCC_2014B_729810,Other
1758,729841,CCC,2014B,oucontent,,,CCC_2014B_729841,Other
1759,730035,CCC,2014B,subpage,,,CCC_2014B_730035,Content
1760,730071,CCC,2014B,resource,,,CCC_2014B_730071,Content
1761,729682,CCC,2014B,forumng,,,CCC_2014B_729682,Discussion
1762,730103,CCC,2014B,resource,,,CCC_2014B_730103,Content
1763,729807,CCC,2014B,oucontent,,,CCC_2014B_729807,Other
1764,909016,CCC,2014J,forumng,,,CCC_2014J_909016,Discussion
1765,909326,CCC,2014J,resource,,,CCC_2014J_909326,Content
1766,909059,CCC,2014J,oucontent,,,CCC_2014J_909059,Other
1767,942322,CCC,2014J,subpage,,,CCC_2014J_942322,Content
1768,909093,CCC,2014J,quiz,,,CCC_2014J_909093,Assessment
1769,909252,CCC,2014J,subpage,,,CCC_2014J_909252,Content
1770,909294,CCC,2014J,resource,,,CCC_2014J_909294,Content
1771,909013,CCC,2014J,homepage,,,CCC_2014J_909013,Content
1772,909323,CCC,2014J,resource,,,CCC_2014J_909323,Content
1773,909056,CCC,2014J,oucontent,,,CCC_2014J_909056,Other
1774,937763,CCC,2014J,resource,,,CCC_2014J_937763,Content
1775,909090,CCC,2014J,quiz,,,CCC_2014J_909090,Assessment
1776,909249,CCC,2014J,subpage,,,CCC_2014J_909249,Content
1777,909291,CCC,2014J,resource,,,CCC_2014J_909291,Content
1778,909320,CCC,2014J,resource,,,CCC_2014J_909320,Content
1779,909053,CCC,2014J,oucontent,,,CCC_2014J_909053,Other
1780,937760,CCC,2014J,resource,,,CCC_2014J_937760,Content
1781,909087,CCC,2014J,quiz,,,CCC_2014J_909087,Assessment
1782,1072252,CCC,2014J,forumng,,,CCC_2014J_1072252,Discussion
1783,909246,CCC,2014J,subpage,,,CCC_2014J_909246,Content
1784,909288,CCC,2014J,resource,,,CCC_2014J_909288,Content
1785,909317,CCC,2014J,resource,,,CCC_2014J_909317,Content
1786,909050,CCC,2014J,oucontent,,,CCC_2014J_909050,Other
1787,937757,CCC,2014J,resource,,,CCC_2014J_937757,Content
1788,909083,CCC,2014J,oucontent,,,CCC_2014J_909083,Other
1789,1046237,CCC,2014J,resource,,,CCC_2014J_1046237,Content
1790,909243,CCC,2014J,subpage,,,CCC_2014J_909243,Content
1791,909285,CCC,2014J,resource,,,CCC_2014J_909285,Content
1792,909314,CCC,2014J,resource,,,CCC_2014J_909314,Content
1793,909045,CCC,2014J,oucontent,,,CCC_2014J_909045,Other
1794,937754,CCC,2014J,resource,,,CCC_2014J_937754,Content
1795,909080,CCC,2014J,oucontent,,,CCC_2014J_909080,Other
1796,1042374,CCC,2014J,resource,,,CCC_2014J_1042374,Content
1797,909240,CCC,2014J,subpage,,,CCC_2014J_909240,Content
1798,909282,CCC,2014J,resource,,,CCC_2014J_909282,Content
1799,909311,CCC,2014J,resource,,,CCC_2014J_909311,Content
1800,909042,CCC,2014J,oucontent,,,CCC_2014J_909042,Other
1801,909349,CCC,2014J,url,,,CCC_2014J_909349,Content
1802,909077,CCC,2014J,oucontent,3.0,4.0,CCC_2014J_909077,Other
1803,1016724,CCC,2014J,url,,,CCC_2014J_1016724,Content
1804,909236,CCC,2014J,subpage,,,CCC_2014J_909236,Content
1805,909275,CCC,2014J,resource,,,CCC_2014J_909275,Content
1806,909308,CCC,2014J,resource,,,CCC_2014J_909308,Content
1807,909039,CCC,2014J,oucontent,,,CCC_2014J_909039,Other
1808,909345,CCC,2014J,url,,,CCC_2014J_909345,Content
1809,909074,CCC,2014J,oucontent,,,CCC_2014J_909074,Other
1810,1011840,CCC,2014J,url,,,CCC_2014J_1011840,Content
1811,909233,CCC,2014J,subpage,,,CCC_2014J_909233,Content
1812,909272,CCC,2014J,resource,,,CCC_2014J_909272,Content
1813,909305,CCC,2014J,resource,,,CCC_2014J_909305,Content
1814,909036,CCC,2014J,oucontent,,,CCC_2014J_909036,Other
1815,909342,CCC,2014J,url,,,CCC_2014J_909342,Content
1816,909070,CCC,2014J,oucontent,,,CCC_2014J_909070,Other
1817,1011837,CCC,2014J,subpage,,,CCC_2014J_1011837,Content
1818,909230,CCC,2014J,subpage,,,CCC_2014J_909230,Content
1819,909269,CCC,2014J,resource,,,CCC_2014J_909269,Content
1820,909302,CCC,2014J,resource,,,CCC_2014J_909302,Content
1821,909033,CCC,2014J,oucontent,,,CCC_2014J_909033,Other
1822,909338,CCC,2014J,url,,,CCC_2014J_909338,Content
1823,909067,CCC,2014J,oucontent,,,CCC_2014J_909067,Other
1824,989839,CCC,2014J,subpage,,,CCC_2014J_989839,Content
1825,909101,CCC,2014J,page,,,CCC_2014J_909101,Content
1826,909266,CCC,2014J,resource,,,CCC_2014J_909266,Content
1827,909030,CCC,2014J,oucontent,,,CCC_2014J_909030,Other
1828,909333,CCC,2014J,url,,,CCC_2014J_909333,Content
1829,909064,CCC,2014J,oucontent,,,CCC_2014J_909064,Other
1830,957609,CCC,2014J,oucontent,,,CCC_2014J_957609,Other
1831,909098,CCC,2014J,quiz,,,CCC_2014J_909098,Assessment
1832,909261,CCC,2014J,resource,,,CCC_2014J_909261,Content
1833,909299,CCC,2014J,resource,,,CCC_2014J_909299,Content
1834,909019,CCC,2014J,forumng,,,CCC_2014J_909019,Discussion
1835,909328,CCC,2014J,resource,,,CCC_2014J_909328,Content
1836,909061,CCC,2014J,oucontent,,,CCC_2014J_909061,Other
1837,957606,CCC,2014J,oucontent,,,CCC_2014J_957606,Other
1838,909095,CCC,2014J,quiz,,,CCC_2014J_909095,Assessment
1839,909254,CCC,2014J,subpage,,,CCC_2014J_909254,Content
1840,909296,CCC,2014J,resource,,,CCC_2014J_909296,Content
1841,909015,CCC,2014J,forumng,,,CCC_2014J_909015,Discussion
1842,909325,CCC,2014J,resource,,,CCC_2014J_909325,Content
1843,909058,CCC,2014J,oucontent,,,CCC_2014J_909058,Other
1844,942321,CCC,2014J,oucontent,,,CCC_2014J_942321,Other
1845,909092,CCC,2014J,quiz,,,CCC_2014J_909092,Assessment
1846,909251,CCC,2014J,subpage,,,CCC_2014J_909251,Content
1847,909293,CCC,2014J,resource,,,CCC_2014J_909293,Content
1848,909322,CCC,2014J,resource,,,CCC_2014J_909322,Content
1849,909055,CCC,2014J,oucontent,,,CCC_2014J_909055,Other
