StudentSK,CourseSK,studied_credits,num_of_prev_attempts,date_registration,date_unregistration,final_result,final_result_code,is_completed,is_distinction,is_withdrawn
4259,3,60,0,-31.0,,Pass,3,1,0,0
4260,3,60,0,-38.0,,Distinction,4,1,1,0
4261,3,120,0,-44.0,,Fail,2,0,0,0
4262,3,60,0,-37.0,220.0,Withdrawn,1,0,0,1
4263,3,120,0,-35.0,,Fail,2,0,0,0
4264,3,60,0,-44.0,,Fail,2,0,0,0
4265,3,60,0,-36.0,,Pass,3,1,0,0
4266,3,60,0,-32.0,9.0,Withdrawn,1,0,0,1
4267,3,60,0,-21.0,,Pass,3,1,0,0
4268,3,60,0,-38.0,,Fail,2,0,0,0
4269,3,60,0,-3.0,41.0,Withdrawn,1,0,0,1
4270,3,120,0,-22.0,-16.0,Withdrawn,1,0,0,1
4271,3,60,0,-44.0,,Pass,3,1,0,0
4272,3,60,0,-17.0,,Pass,3,1,0,0
4273,3,60,0,-43.0,114.0,Withdrawn,1,0,0,1
4274,3,120,0,-35.0,,Pass,3,1,0,0
4275,3,60,0,-43.0,,Distinction,4,1,1,0
4276,3,120,0,-10.0,,Pass,3,1,0,0
4277,3,120,0,-42.0,,Pass,3,1,0,0
4278,3,60,0,-42.0,0.0,Withdrawn,1,0,0,1
4279,3,120,0,-42.0,150.0,Withdrawn,1,0,0,1
4280,3,120,0,-38.0,,Pass,3,1,0,0
4281,3,150,0,-17.0,67.0,Withdrawn,1,0,0,1
4282,3,60,0,-22.0,,Pass,3,1,0,0
4283,3,60,0,-17.0,,Pass,3,1,0,0
4284,3,60,0,-22.0,,Pass,3,1,0,0
4285,3,60,0,-8.0,,Pass,3,1,0,0
4286,3,60,0,-31.0,,Pass,3,1,0,0
4287,3,60,0,-2.0,16.0,Withdrawn,1,0,0,1
4288,3,60,0,-25.0,,Distinction,4,1,1,0
4289,3,60,0,-1.0,,Pass,3,1,0,0
4290,3,60,0,-22.0,,Pass,3,1,0,0
4291,3,60,0,-21.0,110.0,Withdrawn,1,0,0,1
4292,3,60,0,-42.0,,Pass,3,1,0,0
4293,3,120,0,-42.0,,Distinction,4,1,1,0
4294,3,120,0,-30.0,,Pass,3,1,0,0
4295,3,60,0,-22.0,108.0,Withdrawn,1,0,0,1
4296,3,60,0,-29.0,-1.0,Withdrawn,1,0,0,1
4297,3,120,0,-38.0,,Fail,2,0,0,0
4298,3,60,0,-21.0,,Pass,3,1,0,0
4299,3,60,0,-10.0,,Pass,3,1,0,0
4300,3,60,0,-38.0,73.0,Withdrawn,1,0,0,1
4301,3,60,0,-38.0,,Fail,2,0,0,0
4302,3,60,0,-29.0,0.0,Withdrawn,1,0,0,1
4303,3,120,0,-38.0,47.0,Withdrawn,1,0,0,1
4304,3,60,0,-30.0,30.0,Withdrawn,1,0,0,1
4305,3,60,0,-31.0,30.0,Withdrawn,1,0,0,1
4306,3,150,0,-31.0,-3.0,Withdrawn,1,0,0,1
4307,3,120,0,-38.0,,Pass,3,1,0,0
4308,3,180,0,-22.0,89.0,Withdrawn,1,0,0,1
4309,3,120,0,10.0,,Fail,2,0,0,0
4310,3,120,0,-38.0,79.0,Withdrawn,1,0,0,1
4311,3,120,0,-38.0,,Fail,2,0,0,0
4312,3,60,0,-37.0,,Fail,2,0,0,0
4313,3,60,0,-22.0,,Pass,3,1,0,0
4314,3,60,0,-36.0,0.0,Withdrawn,1,0,0,1
4315,3,120,0,-36.0,0.0,Withdrawn,1,0,0,1
4316,3,60,0,-19.0,,Pass,3,1,0,0
4317,3,60,0,-35.0,,Fail,2,0,0,0
4318,3,60,0,-24.0,,Pass,3,1,0,0
4319,3,60,0,-29.0,,Pass,3,1,0,0
4320,3,60,0,-37.0,,Pass,3,1,0,0
4321,3,60,0,-28.0,,Pass,3,1,0,0
4322,3,120,0,-31.0,,Fail,2,0,0,0
4323,3,180,0,-28.0,115.0,Withdrawn,1,0,0,1
4324,3,60,0,-37.0,0.0,Withdrawn,1,0,0,1
4325,3,60,0,-36.0,,Pass,3,1,0,0
4326,3,90,0,-30.0,-28.0,Withdrawn,1,0,0,1
4327,3,60,0,-29.0,,Pass,3,1,0,0
4328,3,60,0,-28.0,,Distinction,4,1,1,0
4329,3,120,0,-29.0,,Distinction,4,1,1,0
4330,3,60,0,-36.0,,Pass,3,1,0,0
4331,3,60,0,-8.0,,Pass,3,1,0,0
4332,3,60,0,-35.0,,Pass,3,1,0,0
4333,3,120,0,-36.0,-31.0,Withdrawn,1,0,0,1
4334,3,60,0,-36.0,-8.0,Withdrawn,1,0,0,1
4335,3,60,0,-36.0,,Pass,3,1,0,0
4336,3,60,0,-36.0,,Pass,3,1,0,0
4337,3,120,0,-30.0,-4.0,Withdrawn,1,0,0,1
4338,3,120,0,-17.0,,Fail,2,0,0,0
4339,3,120,0,-36.0,,Pass,3,1,0,0
4340,3,60,0,-35.0,,Pass,3,1,0,0
4341,3,60,0,-21.0,115.0,Withdrawn,1,0,0,1
4342,3,60,0,-32.0,,Fail,2,0,0,0
4343,3,60,0,-29.0,,Pass,3,1,0,0
4344,3,60,0,-35.0,,Pass,3,1,0,0
4345,3,60,0,-3.0,,Pass,3,1,0,0
4346,3,120,0,-35.0,38.0,Withdrawn,1,0,0,1
4347,3,120,0,-32.0,,Fail,2,0,0,0
4348,3,120,0,-22.0,,Pass,3,1,0,0
4349,3,120,0,-32.0,,Fail,2,0,0,0
4350,3,120,0,-28.0,128.0,Withdrawn,1,0,0,1
4351,3,60,0,-32.0,,Pass,3,1,0,0
4352,3,60,0,-29.0,,Pass,3,1,0,0
4353,3,60,0,-22.0,,Fail,2,0,0,0
4354,3,120,0,-30.0,-3.0,Withdrawn,1,0,0,1
4355,3,150,0,-1.0,10.0,Withdrawn,1,0,0,1
4356,3,60,0,-32.0,33.0,Withdrawn,1,0,0,1
4357,3,60,0,-29.0,53.0,Withdrawn,1,0,0,1
4358,3,60,0,-31.0,,Pass,3,1,0,0
4359,3,60,0,-32.0,0.0,Withdrawn,1,0,0,1
4360,3,120,0,-32.0,65.0,Withdrawn,1,0,0,1
4361,3,60,0,-25.0,,Fail,2,0,0,0
4362,3,60,0,-25.0,,Pass,3,1,0,0
4363,3,60,0,-25.0,,Pass,3,1,0,0
4364,3,60,0,-24.0,,Fail,2,0,0,0
4365,3,60,0,-29.0,,Fail,2,0,0,0
4366,3,60,0,-29.0,,Distinction,4,1,1,0
4367,3,60,0,-29.0,,Pass,3,1,0,0
4368,3,60,0,-29.0,,Pass,3,1,0,0
4369,3,60,0,-29.0,,Pass,3,1,0,0
4370,3,60,0,-28.0,,Fail,2,0,0,0
4371,3,60,0,-29.0,6.0,Withdrawn,1,0,0,1
4372,3,60,0,-29.0,,Pass,3,1,0,0
4373,3,60,0,-29.0,,Pass,3,1,0,0
4374,3,120,0,-29.0,100.0,Withdrawn,1,0,0,1
4375,3,60,0,-31.0,,Fail,2,0,0,0
4376,3,60,0,-21.0,,Distinction,4,1,1,0
4377,3,60,1,-22.0,,Pass,3,1,0,0
4378,3,60,0,-31.0,,Fail,2,0,0,0
4379,3,60,0,-28.0,,Pass,3,1,0,0
4380,3,60,0,-30.0,,Pass,3,1,0,0
4381,3,60,0,-30.0,0.0,Withdrawn,1,0,0,1
4382,3,60,0,-29.0,,Fail,2,0,0,0
4383,3,60,0,-30.0,,Pass,3,1,0,0
4384,3,120,0,-29.0,-9.0,Withdrawn,1,0,0,1
4385,3,60,0,-30.0,,Pass,3,1,0,0
4386,3,120,0,-29.0,,Fail,2,0,0,0
4387,3,60,0,-29.0,,Pass,3,1,0,0
4388,3,60,0,-29.0,,Fail,2,0,0,0
4389,3,60,0,-29.0,,Fail,2,0,0,0
4390,3,60,0,-29.0,,Fail,2,0,0,0
4391,3,60,0,-29.0,,Pass,3,1,0,0
4392,3,60,0,-29.0,95.0,Withdrawn,1,0,0,1
4393,3,60,0,-29.0,,Distinction,4,1,1,0
4394,3,60,0,-29.0,,Fail,2,0,0,0
4395,3,60,0,-29.0,,Pass,3,1,0,0
4396,3,60,0,-29.0,-18.0,Withdrawn,1,0,0,1
4397,3,60,0,-29.0,,Fail,2,0,0,0
4398,3,60,0,-29.0,,Fail,2,0,0,0
4399,3,120,0,-28.0,,Fail,2,0,0,0
4400,3,120,0,-28.0,0.0,Withdrawn,1,0,0,1
4401,3,120,0,-29.0,137.0,Withdrawn,1,0,0,1
4402,3,60,0,-29.0,,Fail,2,0,0,0
4403,3,60,0,-29.0,,Pass,3,1,0,0
4404,3,60,0,-29.0,,Fail,2,0,0,0
4405,3,60,0,-29.0,,Pass,3,1,0,0
4406,3,60,0,-29.0,,Pass,3,1,0,0
4407,3,60,0,-29.0,,Pass,3,1,0,0
4408,3,120,0,-29.0,0.0,Withdrawn,1,0,0,1
4409,3,60,0,-29.0,,Fail,2,0,0,0
4410,3,60,0,-29.0,,Fail,2,0,0,0
4411,3,60,0,-29.0,,Pass,3,1,0,0
4412,3,60,0,-29.0,,Fail,2,0,0,0
4413,3,60,0,-27.0,,Fail,2,0,0,0
4414,3,60,0,-28.0,,Pass,3,1,0,0
4415,3,120,0,-28.0,,Fail,2,0,0,0
4416,3,60,0,-28.0,,Distinction,4,1,1,0
4417,3,60,0,-28.0,159.0,Withdrawn,1,0,0,1
4418,3,120,0,-16.0,,Distinction,4,1,1,0
4419,3,60,0,-21.0,,Pass,3,1,0,0
4420,3,60,0,-22.0,,Pass,3,1,0,0
4421,3,60,0,-4.0,,Pass,3,1,0,0
4422,3,75,0,-5.0,20.0,Withdrawn,1,0,0,1
4423,3,60,0,-24.0,,Pass,3,1,0,0
4424,3,180,0,-15.0,,Pass,3,1,0,0
4425,3,60,0,-24.0,,Pass,3,1,0,0
4426,3,60,0,-24.0,,Pass,3,1,0,0
4427,3,60,0,-24.0,,Pass,3,1,0,0
4428,3,60,0,-24.0,,Pass,3,1,0,0
4429,3,60,0,-4.0,,Pass,3,1,0,0
4430,3,60,0,-8.0,,Distinction,4,1,1,0
4431,3,60,0,-16.0,,Pass,3,1,0,0
4432,3,120,0,-22.0,,Distinction,4,1,1,0
4433,3,120,0,-22.0,,Distinction,4,1,1,0
4434,3,120,0,-22.0,,Distinction,4,1,1,0
4435,3,120,0,-22.0,,Pass,3,1,0,0
4436,3,120,0,-22.0,,Pass,3,1,0,0
4437,3,60,0,-2.0,,Pass,3,1,0,0
4438,3,60,0,-8.0,,Fail,2,0,0,0
4439,3,60,0,-1.0,,Pass,3,1,0,0
4440,3,60,0,-2.0,6.0,Withdrawn,1,0,0,1
4441,3,60,0,-2.0,,Distinction,4,1,1,0
4442,3,120,0,2.0,66.0,Withdrawn,1,0,0,1
4443,3,60,0,-8.0,,Distinction,4,1,1,0
4444,3,60,0,-21.0,,Pass,3,1,0,0
4445,3,60,0,-21.0,,Pass,3,1,0,0
4446,3,60,0,-7.0,,Fail,2,0,0,0
4447,3,60,0,-7.0,19.0,Withdrawn,1,0,0,1
4448,3,60,0,-7.0,,Pass,3,1,0,0
4449,3,60,0,-7.0,170.0,Withdrawn,1,0,0,1
4450,3,60,0,-7.0,,Pass,3,1,0,0
4451,3,120,0,5.0,96.0,Withdrawn,1,0,0,1
4452,3,60,0,2.0,,Pass,3,1,0,0
4453,3,60,0,-7.0,,Distinction,4,1,1,0
4454,3,60,0,-7.0,,Pass,3,1,0,0
4455,3,60,0,-7.0,19.0,Withdrawn,1,0,0,1
4456,3,60,0,-7.0,,Pass,3,1,0,0
4457,3,60,0,2.0,122.0,Withdrawn,1,0,0,1
4458,3,60,0,-20.0,,Pass,3,1,0,0
4459,3,60,0,-20.0,,Pass,3,1,0,0
4460,3,120,0,-18.0,,Distinction,4,1,1,0
4461,3,120,0,-18.0,,Pass,3,1,0,0
4462,3,60,0,-17.0,,Pass,3,1,0,0
4463,3,60,0,-16.0,,Pass,3,1,0,0
4464,3,60,0,-16.0,166.0,Withdrawn,1,0,0,1
4465,3,60,0,-16.0,,Pass,3,1,0,0
4466,3,60,0,2.0,,Fail,2,0,0,0
4467,3,180,0,4.0,,Distinction,4,1,1,0
4468,3,120,0,-15.0,,Distinction,4,1,1,0
4469,3,120,0,-15.0,,Pass,3,1,0,0
4470,3,120,0,-12.0,,Distinction,4,1,1,0
4471,3,120,0,-12.0,156.0,Withdrawn,1,0,0,1
4472,3,120,0,-11.0,,Pass,3,1,0,0
4473,3,60,0,-10.0,,Fail,2,0,0,0
4474,3,120,0,-9.0,,Pass,3,1,0,0
4475,3,60,0,-5.0,,Pass,3,1,0,0
4476,3,120,0,-5.0,,Pass,3,1,0,0
4477,3,60,0,5.0,,Pass,3,1,0,0
4478,3,60,0,5.0,,Pass,3,1,0,0
4479,3,120,0,-109.0,,Fail,2,0,0,0
4480,3,60,0,-174.0,,Pass,3,1,0,0
4481,3,120,0,32.0,,Distinction,4,1,1,0
4482,3,60,0,-43.0,,Distinction,4,1,1,0
4483,3,60,0,-36.0,,Pass,3,1,0,0
4484,3,120,0,-38.0,,Pass,3,1,0,0
4485,3,180,1,-100.0,,Pass,3,1,0,0
2312,3,75,3,-114.0,76.0,Withdrawn,1,0,0,1
4486,3,120,2,-178.0,,Pass,3,1,0,0
4487,3,60,0,-63.0,,Pass,3,1,0,0
4488,3,60,0,-16.0,,Pass,3,1,0,0
4489,3,120,0,-31.0,,Pass,3,1,0,0
4490,3,120,0,-31.0,,Fail,2,0,0,0
4491,3,60,1,-74.0,,Pass,3,1,0,0
4492,3,150,0,-80.0,,Fail,2,0,0,0
4493,3,120,0,-52.0,26.0,Withdrawn,1,0,0,1
4494,3,60,0,-29.0,,Pass,3,1,0,0
4495,3,60,0,-22.0,,Distinction,4,1,1,0
4496,3,120,0,-22.0,,Pass,3,1,0,0
4497,3,120,0,-101.0,,Pass,3,1,0,0
4498,3,60,0,-65.0,,Distinction,4,1,1,0
4499,3,60,0,2.0,,Pass,3,1,0,0
4500,3,120,0,-38.0,40.0,Withdrawn,1,0,0,1
2327,3,60,1,-135.0,41.0,Withdrawn,1,0,0,1
4501,3,60,0,-52.0,,Pass,3,1,0,0
4502,3,60,0,-156.0,,Fail,2,0,0,0
4503,3,60,0,-144.0,,Pass,3,1,0,0
4504,3,120,0,-65.0,86.0,Withdrawn,1,0,0,1
4505,3,60,1,-95.0,,Distinction,4,1,1,0
4506,3,60,0,-29.0,,Distinction,4,1,1,0
4507,3,60,1,-129.0,,Pass,3,1,0,0
4508,3,60,0,-66.0,,Pass,3,1,0,0
4509,3,90,0,-128.0,-17.0,Withdrawn,1,0,0,1
4510,3,60,0,-10.0,119.0,Withdrawn,1,0,0,1
4511,3,60,2,-52.0,,Distinction,4,1,1,0
4512,3,60,0,-141.0,,Distinction,4,1,1,0
4513,3,60,0,-57.0,,Pass,3,1,0,0
4514,3,60,0,-53.0,,Fail,2,0,0,0
4515,3,90,0,-24.0,0.0,Withdrawn,1,0,0,1
4516,3,120,3,-84.0,,Fail,2,0,0,0
2341,3,60,4,-51.0,185.0,Withdrawn,1,0,0,1
4517,3,60,0,-51.0,,Fail,2,0,0,0
4518,3,60,0,-29.0,,Pass,3,1,0,0
4519,3,120,0,-15.0,,Pass,3,1,0,0
4520,3,60,0,-22.0,,Pass,3,1,0,0
4521,3,60,0,-193.0,-4.0,Withdrawn,1,0,0,1
4522,3,120,0,-30.0,3.0,Withdrawn,1,0,0,1
4523,3,60,5,-44.0,224.0,Withdrawn,1,0,0,1
4524,3,60,0,-171.0,,Pass,3,1,0,0
4525,3,60,1,-91.0,,Pass,3,1,0,0
4526,3,60,2,-108.0,,Fail,2,0,0,0
4527,3,60,0,-30.0,,Fail,2,0,0,0
4528,3,60,1,-45.0,,Pass,3,1,0,0
4529,3,60,0,-78.0,,Pass,3,1,0,0
4530,3,60,0,-63.0,208.0,Withdrawn,1,0,0,1
4531,3,60,0,-109.0,-20.0,Withdrawn,1,0,0,1
4532,3,75,1,-100.0,-22.0,Withdrawn,1,0,0,1
4533,3,60,0,-66.0,,Distinction,4,1,1,0
4534,3,60,0,-30.0,,Pass,3,1,0,0
4535,3,120,1,-171.0,-72.0,Withdrawn,1,0,0,1
4536,3,60,0,-32.0,,Pass,3,1,0,0
4537,3,60,0,-28.0,,Pass,3,1,0,0
4538,3,60,0,-22.0,,Pass,3,1,0,0
4539,3,60,0,-9.0,128.0,Withdrawn,1,0,0,1
4540,3,120,0,-58.0,,Pass,3,1,0,0
4541,3,120,2,-67.0,,Pass,3,1,0,0
4542,3,60,0,-28.0,,Pass,3,1,0,0
4543,3,120,1,-53.0,,Fail,2,0,0,0
4544,3,60,0,-148.0,,Fail,2,0,0,0
4545,3,120,0,-106.0,,Pass,3,1,0,0
4546,3,60,0,-108.0,102.0,Withdrawn,1,0,0,1
4547,3,60,0,-195.0,,Pass,3,1,0,0
4548,3,60,0,-71.0,,Fail,2,0,0,0
4549,3,60,0,-63.0,,Pass,3,1,0,0
4550,3,120,0,-45.0,,Distinction,4,1,1,0
4551,3,60,0,-31.0,153.0,Withdrawn,1,0,0,1
4552,3,60,0,-53.0,,Pass,3,1,0,0
4553,3,60,0,-114.0,,Fail,2,0,0,0
4554,3,60,1,-38.0,0.0,Withdrawn,1,0,0,1
4555,3,120,1,-52.0,,Fail,2,0,0,0
4556,3,60,0,-49.0,65.0,Withdrawn,1,0,0,1
4557,3,90,0,-4.0,,Pass,3,1,0,0
4558,3,60,0,-65.0,,Fail,2,0,0,0
4559,3,60,1,-43.0,,Pass,3,1,0,0
4560,3,120,1,-88.0,109.0,Withdrawn,1,0,0,1
4561,3,60,0,-35.0,,Fail,2,0,0,0
4562,3,60,2,-167.0,,Fail,2,0,0,0
4563,3,60,1,-94.0,,Fail,2,0,0,0
4564,3,60,0,-74.0,,Fail,2,0,0,0
4565,3,60,0,-28.0,,Fail,2,0,0,0
4566,3,180,0,-10.0,,Pass,3,1,0,0
4567,3,180,1,-31.0,5.0,Withdrawn,1,0,0,1
4568,3,60,0,-84.0,3.0,Withdrawn,1,0,0,1
4569,3,180,0,-52.0,93.0,Withdrawn,1,0,0,1
4570,3,60,5,-49.0,0.0,Withdrawn,1,0,0,1
4571,3,60,0,-67.0,,Pass,3,1,0,0
4572,3,60,1,-31.0,,Fail,2,0,0,0
4573,3,180,0,-22.0,,Pass,3,1,0,0
4574,3,120,0,-109.0,-24.0,Withdrawn,1,0,0,1
4575,3,180,1,-102.0,,Fail,2,0,0,0
4576,3,60,0,-43.0,0.0,Withdrawn,1,0,0,1
4577,3,120,0,-18.0,,Distinction,4,1,1,0
4578,3,60,0,-94.0,-67.0,Withdrawn,1,0,0,1
4579,3,120,0,-149.0,,Fail,2,0,0,0
4580,3,60,0,-190.0,,Pass,3,1,0,0
4581,3,60,0,-28.0,,Pass,3,1,0,0
4582,3,120,0,-22.0,,Distinction,4,1,1,0
4583,3,60,2,-71.0,,Fail,2,0,0,0
4584,3,220,0,-161.0,150.0,Withdrawn,1,0,0,1
4585,3,60,0,5.0,,Distinction,4,1,1,0
4586,3,60,0,-53.0,,Pass,3,1,0,0
4587,3,60,1,-143.0,,Fail,2,0,0,0
4588,3,60,3,-53.0,0.0,Withdrawn,1,0,0,1
4589,3,60,0,-83.0,,Distinction,4,1,1,0
4590,3,60,1,-60.0,,Pass,3,1,0,0
4591,3,60,0,-4.0,,Fail,2,0,0,0
4592,3,60,0,-31.0,,Pass,3,1,0,0
4593,3,60,0,-24.0,,Pass,3,1,0,0
4594,3,120,0,-14.0,,Distinction,4,1,1,0
4595,3,120,0,-60.0,,Pass,3,1,0,0
4596,3,60,0,-2.0,,Pass,3,1,0,0
4597,3,195,1,1.0,,Fail,2,0,0,0
4598,3,180,0,-36.0,,Pass,3,1,0,0
4599,3,60,0,-45.0,,Fail,2,0,0,0
4600,3,180,0,-25.0,,Pass,3,1,0,0
4601,3,60,0,-102.0,,Pass,3,1,0,0
4602,3,60,0,-83.0,,Fail,2,0,0,0
4603,3,60,0,-16.0,,Pass,3,1,0,0
4604,3,120,0,-4.0,,Pass,3,1,0,0
4605,3,60,1,-60.0,,Fail,2,0,0,0
4606,3,60,0,-30.0,,Fail,2,0,0,0
4607,3,90,0,-148.0,,Pass,3,1,0,0
4608,3,120,1,-144.0,,Pass,3,1,0,0
4609,3,90,0,-67.0,,Pass,3,1,0,0
4610,3,120,0,-46.0,37.0,Withdrawn,1,0,0,1
4611,3,60,0,-170.0,,Pass,3,1,0,0
4612,3,75,0,-32.0,,Distinction,4,1,1,0
4613,3,60,0,-100.0,,Distinction,4,1,1,0
4614,3,120,0,-30.0,-1.0,Withdrawn,1,0,0,1
4615,3,60,0,-153.0,-12.0,Withdrawn,1,0,0,1
4616,3,120,0,-141.0,-124.0,Withdrawn,1,0,0,1
4617,3,60,0,-155.0,-120.0,Withdrawn,1,0,0,1
4618,3,180,0,-38.0,-23.0,Withdrawn,1,0,0,1
4619,3,240,0,-113.0,51.0,Withdrawn,1,0,0,1
4620,3,60,0,-129.0,,Fail,2,0,0,0
2423,3,60,1,-67.0,,Pass,3,1,0,0
4621,3,90,1,-100.0,12.0,Withdrawn,1,0,0,1
4622,3,60,0,-60.0,,Fail,2,0,0,0
4623,3,120,0,-81.0,0.0,Withdrawn,1,0,0,1
4624,3,60,0,-88.0,-26.0,Withdrawn,1,0,0,1
2429,3,60,2,-128.0,,Fail,2,0,0,0
4625,3,60,1,-36.0,,Fail,2,0,0,0
4626,3,60,0,-25.0,,Fail,2,0,0,0
4627,3,60,1,-28.0,160.0,Withdrawn,1,0,0,1
4628,3,180,0,-31.0,,Distinction,4,1,1,0
4629,3,180,1,-65.0,,Distinction,4,1,1,0
4630,3,60,0,-30.0,,Fail,2,0,0,0
4631,3,60,1,-91.0,41.0,Withdrawn,1,0,0,1
4632,3,120,0,-58.0,,Fail,2,0,0,0
4633,3,60,0,-53.0,,Pass,3,1,0,0
4634,3,60,0,-137.0,76.0,Withdrawn,1,0,0,1
4635,3,60,0,-32.0,,Pass,3,1,0,0
4636,3,180,0,-120.0,,Pass,3,1,0,0
4637,3,60,0,-74.0,,Fail,2,0,0,0
4638,3,60,0,-172.0,0.0,Withdrawn,1,0,0,1
4639,3,60,0,-116.0,,Fail,2,0,0,0
4640,3,120,0,-18.0,,Pass,3,1,0,0
4641,3,60,2,-11.0,,Fail,2,0,0,0
4642,3,60,1,-15.0,-9.0,Withdrawn,1,0,0,1
4643,3,60,0,-121.0,,Fail,2,0,0,0
4644,3,60,1,-60.0,,Pass,3,1,0,0
4645,3,165,1,-80.0,,Pass,3,1,0,0
4646,3,120,0,-22.0,,Pass,3,1,0,0
4647,3,240,4,-57.0,-46.0,Withdrawn,1,0,0,1
4648,3,60,2,-71.0,,Pass,3,1,0,0
2451,3,90,1,-30.0,,Pass,3,1,0,0
4649,3,60,0,-3.0,,Pass,3,1,0,0
4650,3,60,0,-29.0,,Pass,3,1,0,0
4651,3,60,0,-84.0,,Distinction,4,1,1,0
4652,3,60,0,-30.0,131.0,Withdrawn,1,0,0,1
4653,3,120,0,-22.0,-1.0,Withdrawn,1,0,0,1
4654,3,60,0,-59.0,,Fail,2,0,0,0
4655,3,180,0,-51.0,-46.0,Withdrawn,1,0,0,1
4656,3,150,0,-134.0,,Fail,2,0,0,0
4657,3,120,0,-137.0,0.0,Withdrawn,1,0,0,1
4658,3,60,0,-56.0,,Pass,3,1,0,0
4659,3,120,0,-44.0,,Distinction,4,1,1,0
4660,3,120,0,-42.0,,Pass,3,1,0,0
4661,3,120,0,-81.0,-36.0,Withdrawn,1,0,0,1
4662,3,60,1,-80.0,,Fail,2,0,0,0
4663,3,120,3,-28.0,93.0,Withdrawn,1,0,0,1
4664,3,60,0,-135.0,,Fail,2,0,0,0
4665,3,60,0,-99.0,,Fail,2,0,0,0
4666,3,120,0,-25.0,,Fail,2,0,0,0
4667,3,60,0,-25.0,,Pass,3,1,0,0
4668,3,60,0,-141.0,,Distinction,4,1,1,0
4669,3,75,2,-170.0,-143.0,Withdrawn,1,0,0,1
4670,3,120,0,-141.0,,Pass,3,1,0,0
4671,3,60,0,-109.0,,Fail,2,0,0,0
4672,3,60,0,-49.0,11.0,Withdrawn,1,0,0,1
2482,6,120,1,-156.0,108.0,Withdrawn,1,0,0,1
4673,6,60,2,-139.0,83.0,Withdrawn,1,0,0,1
715,6,120,4,-191.0,,Fail,2,0,0,0
4674,6,60,0,-24.0,,Fail,2,0,0,0
4675,6,90,0,-134.0,,Fail,2,0,0,0
4676,6,60,1,-32.0,,Fail,2,0,0,0
4677,6,120,0,-29.0,,Fail,2,0,0,0
4678,6,120,0,-29.0,,Distinction,4,1,1,0
4679,6,60,1,-64.0,,Pass,3,1,0,0
4680,6,120,0,-32.0,,Pass,3,1,0,0
4681,6,60,0,-73.0,,Distinction,4,1,1,0
4682,6,60,2,-26.0,,Pass,3,1,0,0
4683,6,120,0,-221.0,,Distinction,4,1,1,0
4684,6,150,0,-117.0,-56.0,Withdrawn,1,0,0,1
4685,6,120,1,-131.0,-50.0,Withdrawn,1,0,0,1
2514,6,120,2,-41.0,,Fail,2,0,0,0
4686,6,60,0,-142.0,,Fail,2,0,0,0
4687,6,60,0,-129.0,108.0,Withdrawn,1,0,0,1
4688,6,60,2,-30.0,,Pass,3,1,0,0
4689,6,120,1,-121.0,,Distinction,4,1,1,0
4690,6,60,0,-36.0,,Pass,3,1,0,0
749,6,120,2,-92.0,-14.0,Withdrawn,1,0,0,1
4691,6,60,2,-24.0,,Fail,2,0,0,0
4692,6,60,0,-100.0,-16.0,Withdrawn,1,0,0,1
4693,6,60,1,-102.0,,Pass,3,1,0,0
4694,6,60,3,-123.0,163.0,Withdrawn,1,0,0,1
4695,6,120,1,-41.0,,Pass,3,1,0,0
4696,6,120,0,-165.0,,Pass,3,1,0,0
4697,6,120,0,-131.0,-61.0,Withdrawn,1,0,0,1
4698,6,150,2,-19.0,173.0,Withdrawn,1,0,0,1
4699,6,75,0,-138.0,,Distinction,4,1,1,0
4700,6,120,1,-113.0,,Fail,2,0,0,0
4701,6,120,0,-236.0,,Distinction,4,1,1,0
4702,6,120,1,-66.0,,Fail,2,0,0,0
4703,6,60,0,-123.0,,Fail,2,0,0,0
4704,6,120,1,-71.0,,Pass,3,1,0,0
4705,6,60,0,-57.0,,Pass,3,1,0,0
4706,6,60,0,-24.0,,Pass,3,1,0,0
4707,6,120,0,-18.0,,Pass,3,1,0,0
4708,6,60,0,-71.0,,Pass,3,1,0,0
4709,6,240,0,-23.0,,Pass,3,1,0,0
4710,6,60,0,-52.0,,Distinction,4,1,1,0
4711,6,240,1,-107.0,,Fail,2,0,0,0
4712,6,120,0,-113.0,,Pass,3,1,0,0
4713,6,60,0,-89.0,,Pass,3,1,0,0
4714,6,60,0,-29.0,,Distinction,4,1,1,0
4715,6,120,0,-141.0,,Distinction,4,1,1,0
4716,6,120,1,-67.0,,Distinction,4,1,1,0
4717,6,120,1,-148.0,0.0,Withdrawn,1,0,0,1
4718,6,60,0,-47.0,,Pass,3,1,0,0
4719,6,60,0,-24.0,,Pass,3,1,0,0
4720,6,90,0,-128.0,74.0,Withdrawn,1,0,0,1
4721,6,60,1,-96.0,,Pass,3,1,0,0
4722,6,120,1,-33.0,,Fail,2,0,0,0
4723,6,60,0,-3.0,,Pass,3,1,0,0
4724,6,135,0,-33.0,,Pass,3,1,0,0
4725,6,60,0,-32.0,,Pass,3,1,0,0
4726,6,60,0,-79.0,-2.0,Withdrawn,1,0,0,1
4727,6,60,0,-36.0,,Fail,2,0,0,0
4728,6,60,0,-29.0,,Pass,3,1,0,0
4729,6,120,0,-225.0,-57.0,Withdrawn,1,0,0,1
4730,6,60,0,-137.0,-23.0,Withdrawn,1,0,0,1
4731,6,120,0,-36.0,,Pass,3,1,0,0
4732,6,60,0,-30.0,,Distinction,4,1,1,0
